Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
21,1,3,16,2,2,3,4,0,5,3,3,0,1,0,2,1,21406,0
34,0,3,23,2,1,3,4,1,3,1,3,1,1,0,1,2,24046,0
37,1,1,33,2,2,4,4,1,3,1,8,0,3,1,1,2,24025,0
45,1,2,7,2,1,3,4,0,3,1,6,1,3,1,1,1,21873,0
24,1,1,15,3,2,4,5,0,3,3,3,1,4,1,3,1,22667,1
39,1,1,11,3,1,3,4,0,3,1,2,0,5,0,1,1,21984,0
54,1,1,31,3,2,3,2,3,3,1,5,0,3,0,2,3,25683,0
49,0,3,14,3,1,4,4,0,3,1,4,1,4,1,2,1,21333,1
33,1,1,9,2,2,4,4,0,4,2,3,0,3,1,2,1,20071,1
27,0,1,14,3,2,4,4,0,3,2,3,0,4,1,3,1,21248,0
56,1,1,29,1,2,4,5,0,4,1,7,0,1,1,2,1,22215,0
35,1,1,12,3,2,3,5,1,3,1,3,0,4,1,2,2,22664,0
61,1,1,7,3,2,4,6,3,3,1,5,0,5,0,1,3,29561,0
34,1,1,28,3,2,4,2,0,4,1,3,0,1,1,2,1,20706,0
38,0,3,7,3,2,3,6,1,3,1,3,0,1,0,2,2,28203,0
35,1,1,26,2,1,3,5,0,3,1,3,0,4,1,2,1,21607,0
24,1,3,14,2,2,3,4,0,3,1,3,1,1,1,1,1,20953,1
45,1,1,9,2,1,4,2,3,3,1,3,1,4,1,1,3,26557,0
36,0,1,9,3,2,4,5,0,3,3,2,1,3,1,1,1,23608,0
44,1,3,9,3,2,4,4,1,3,1,3,1,3,0,1,2,26525,0
25,1,1,16,3,2,4,2,0,3,1,3,0,1,0,1,1,23079,0
42,1,3,13,3,2,3,4,3,3,3,3,0,5,1,1,3,27919,0
30,1,1,16,3,1,3,4,0,3,1,2,0,5,1,2,1,21652,0
37,1,3,9,2,1,3,4,1,3,3,5,0,4,1,2,2,23180,0
46,0,1,7,2,2,4,5,3,3,1,5,0,1,1,3,3,29426,0
25,1,2,29,2,2,3,6,0,3,1,3,0,1,0,2,1,20233,1
48,0,3,16,2,2,3,6,4,3,1,2,0,5,1,2,0,31614,1
27,1,1,24,3,2,4,6,0,3,1,3,0,3,0,3,1,20983,0
46,1,1,35,1,1,3,5,4,4,2,3,0,3,1,1.187266694,0,35382,0
33,0,1,17,2,2,3,4,0,3,1,8,0,1,0,1,1,22111,0
32,1,1,9,2,2,4,4,0,3,1,3,0,5,0,3,1,22155,0
42,0,2,11,2,2,3,6,1,4,1,8,0,5,0,2,2,25108,0
41,1,1,15,2,1,4,4,1,5,1,4,1,1,0,1,2,25194,0
25,1,1,36,3,2,4,4,0,5,1,3,0,4,1,2,1,22585,0
47,1,1,20,2,2,3,4,1,4,3,8,0,4,1,1,2,24240,0
36,1,1,34,2,2,3,4,1,3,1,4,0,5,0,2,2,25561,0
31,1,1,23,2,2,3,4,0,3,1,3,0,1,0,1,1,21540,0
48,0,3,9,3,2,3,4,1,4,1,2,0,1,0,2,2,23656,0
47,1,3,9,2,2,4,4,3,3,1,6,1,3,0,3,3,29046,0
37,1,3,20,3,2,4,5,1,5,1,7,1,1,1,1,2,24812,1
33,1,3,7,2,2,3,6,1,4,3,8,0,3,0,2,2,25413,1
24,1,1,11,3,1,3,4,0,4,3,3,0,3,1,2,1,21973,0
32,0,1,31,1,0,2,4,1,3,3,4,0,1,1,1,2,23916,0
40,0,1,7,2,2,4,4,1,3,1,3,1,5,1,3,2,25150,0
33,1,3,26,2,2,4,6,3,3,1,5,0,3,1,3,3,28288,0
41,1,3,14,3,2,3,4,2,3.58103661,2,3,0,4,1,2,4,38511,0
46,1,2,11,2,1,3,6,3,3,1,6,0,1,1,2,3,28434,0
31,0,1,9,1,0,4,5,0,5,3,2,0,3,0,2,1,23646,0
25,0,2,17,3,2,3,4,0,3,1,2,0,4,1,2,1,20823,0
31,0,2,15,2,1,4,5,0,3,1,8,0,5,1,3,1,20858,1
32,1,3,12,1,2,3,4,1,3,1,3,0,5,0,2,2,27024,0
28,1,1,15,3,1,4,4,0,3,3,3,0,4,1,3,1,22123,0
30,1,3,16,3,1,3,6,0,4,3,3,0,1,1,2,1,21438,1
30,0,1,7,2,2,4,2,1,3,3,2,1,3,0,2,2,24972,0
31,1,3,22,3,2,4,5,3,5,1,4,0,1,0,3,3,25818,0
35,1,1,9,3,2,4,2,0,3,1,2,1,1,0,2,1,21610,0
34,0,3,9,3,0,4,4,1,4,3,2,0,1,0,1,2,23825,0
50,1,3,18,3,1,4,4,1,3,3,5,0,4,0,2,2,23185,0
34,1,3,23,2,0,4,4,3,5,3,4,1,5,0,1,3,27242,1
39,0,1,9,3,1,4,5,0,4,1,6,0,3,0,1,1,21146,0
32,1,3,23,3,2,4,4,3,3,1,4,0,5,1,1,3,26839,1
30,1,1,11,1,1,4,5,0,5,1,3,0,4,0,1,1,20787,0
31,1,1,23,2,2,3,2,1,3,1,5,0,1,1,1,2,23972,0
33,0,1,12,1,2,4,4,0,4,3,4,0,3,1,2,1,21396,0
39,1,1,25,3,2,3,6,1,3,1,5,1,5,0,2,2,24489,0
44,0,1,24,1,2,3,5,0,3,1,2,1,5,1,2,1,21115,1
43,1,1,19,3,2,3,4,0,4,1,2,0,1,1,2,1,21444,0
56,1,1,9,3,2,3,5,2,5,1,3.23652064,0,5,0,2,4,37716,0
34,0,1,11,1,2,3,4,1,4,1,7,0,1,0,1,2,21733,0
42,1,1,16,2,2,4,4,0,5,1,3,0,5,1,2,1,20967,0
35,0,3,17,2,2,3,4,1,3,1,3,1,1,1,2,2,22679,0
54,0,1,7,3,1,3,5,4,3,1,6,1,1,0,1,0,31643,0
44,1,2,9,2,2,4,4,0,3,3,2,0,1,0,1,1,22217,0
35,1,3,10,2,0,3,6,1,3,3,7,0,1,1,1,2,24707,0
22,1,3,14,3,2,3,4,0,4,3,3,0,5,1,2,1,21357,1
39,1,1,13,2,1,3,5,0,3,1,3,0,3,0,2,1,22380,0
23,1,1,15,3,1,4,4,0,5,1,3,1,3,0,2,1,21076,1
32,1,3,36,3,1,4,5,1,3,1,3,0,3,1,1,2,24146,0
52,1,1,10,1,1,3,4,3,3,1,4,0,4,1,2,3,31794,0
38,1,3,16,3,2,3,5,1,4,1,3,0,4,0,2,2,22867,0
47,1,1,9,3,2,3,4,2,3,1,3.23652064,1,1,1,2,4,38006,0
37,1,1,17,2,2,3,4,3,5,1,2,1,5,1,2,3,26999,0
45,0,1,7,3,2,3,4,0,4,1,3,1,3,1,2,1,21020,1
38,1,2,15,2,2,3,4,1,4,1,4,0,3,1,2,2,22749,0
36,1,3,34,2,2,3,4,1,3,3,3,1,5,0,1,2,24491,1
34,1,1,15,2,2,3,2,0,5,1,8,0,3,1,2,1,21821,0
29,1,1,7,2,2,3,4,0,3,1,3,0,1,0,1,1,20722,0
40,1,1,17,3,2,4,4,3,3,2,2,0,3,1,1,3,32142,0
47,0,3,33,2,2,4,5,1,4,3,2,0,4,1,3,2,26669,0
41,1,1,9,2,1,3,4,0,5,1,6,0,4,1,2,1,22055,0
43,1,1,20,3,2,4,2,1,5,1,7,0,4,1,1,2,24216,0
36,0,1,9,3,2,3,4,1,3,1,4,0,3,0,2,2,24440,0
39,0,2,9,2,2,4,4,0,4,1,7,0,3,1,3,1,21270,0
35,0,1,16,2,2,4,4,1,5,1,6,0,3,0,2,2,24024,1
38,1,1,17,3,2,3,4,1,5,3,3,0,4,0,1,2,22891,1
40,0,3,27,2,2,3,4,1,3,1,4,0,3,1,1,2,22805,0
44,0,1,16,2,2,3,4,0,3,2,6,0,3,0,2,1,21116,0
42,1,1,12,2,2,3,2,1,4,3,5,0,5,1,1,2,25548,0
42,1,3,11,3,1,3,4,3,3,1,2,1,1,0,2,3,29125,0
31,1,1,17,3,0,4,4,3,3,3,2,0,4,0,1,3,28345,0
27,1,2,27,3,1,4,4,0,4,1,2,1,3,0,2,1,20826,1
47,1,1,28,3,1,4,4,1,4,1,6,0,3,1,3,2,27604,1
41,1,1,7,2,1,3,4,1,3,1,6,0,3,0,2,2,25191,0
35,1,3,15,1,2,4,2,1,3,1,3,0,1,0,3,2,25477,0
59,0,3,9,3,2,3,4,4,4,1,6,0,4,1,1,0,21383,0
36,1,1,30,3,2,4,6,0,3,1,2,0,1,1,1,1,21383,0
48,1,1,11,2,1,4,5,3,4,1,2,1,4,1,3,3,29011,0
41,1,1,19,2,1,3,4,1,5,1,4,0,1,1,2,2,23126,0
55,1,1,14,3,1,4,4,1,3,1,6,0,3,1,2,2,25532,0
32,0,3,14,3,1,4,4,3,5,1,4,0,1,1,3,3,28315,0
29,1,1,7,3,1,4,4,0,5,1,3,0,1,1,1,1,22269,0
39,1,3,9,3,1,4,6,1,3,1,4,1,3,0,1,2,24083,0
27,1,3,17,3,2,3,4,1,3,3,3,0,1,0,1,2,23362,0
59,0,1,22,2,2,3,4,4,3,1,4,1,1,1,1,0,34465,0
19,0,1,21,3,1,3,4,0,3,2,3,0,5,1,1,1,20192,0
32,1,2,25,2,2,3,2,0,5,1,2,0,1,1,1,1,21634,1
30,1,2,20,2,2,3,5,0,5,1,6,1,5,1,2,1,21013,1
46,0,3,9,2,1,4,4,1,3,1,6,0,1,1,3,2,23832,0
37,1,1,9,2,1,4,4,1,4,1,6,1,4,0,1,2,25640,0
44,0,3,9,2,2,4,4,1,3,1,3,0,3,1,3,2,24353,0
28,0,1,12,2,1,3,4,0,3,2,2,1,1,1,2,1,21057,0
30,0,1,27,3,2,3,4,0,3,1,3,0,3,1,2,1,22490,0
33,0,3,17,3,2,4,4,1,3,3,2,0,3,1,2,2,23326,0
43,0,1,17,1,2,3,4,0,3,1,5,0,4,1,1,1,21614,0
48,1,1,16,2,1,4,4,0,3,2,6,0,3,1,1,1,20783,0
47,1,1,9,2,2,3,4,3,3,1,5,0,1,1,2,3,27256,0
29,0,2,7,2,2,3,4,0,3,1,3,0,4,0,2,1,21384,0
30,1,1,36,2,2,4,6,1,3,1,2,0,5,1,3,2,25062,0
43,1,1,15,2,2,3,4,0,3,3,6,0,1,1,2,1,22646,0
33,1,3,9,3,2,3,5,1,4,2,2,1,1,1,1,2,28585,1
47,1,3,10,1,1,3,2,4,5,1,4,0,3,1,1,0,31903,0
28,1,3,30,3,1,3,5,1,3,1,3,0,1,1,2,2,22218,0
30,1,2,13,3,2,3,5,0,4,1,3,0,3,1,2,1,21482,0
44,1,1,13,3,1,3,5,2,3,1,3.23652064,0,3,1,2,4,38070,0
49,1,1,17,2,2,4,5,2,3.58103661,1,6,0,3,1,2,4,38343,0
30,0,1,31,2,2,4,5,0,3,2,3,1,3,1,3,1,21117,1
47,1,3,17,2,1,4,4,3,4,1,7,0,1,0,3,3,25992,1
28,0,1,22,2,1,4,5,0,5,1,2,0,4,1,1,1,23452,0
40,1,1,26,2,2,3,4,1,3,1,2,0,5,1,1,2,22580,0
56,1,1,9,1,2,4,5,0,3,1,2,0,5,0,1,1,21340,0
29,1,3,10,3,1,4,4,0,4,1,3,0,1,1,1,1,21534,0
31,1,3,15.49083459,3,2,3,4,0,3,2,3,0,5,0,1,1,19759,1
23,1,1,14,2,2,4,4,0,4,2,3,1,3,1,1,1,21150,1
37,1,3,17,1,1,4,5,1,3,1,3,1,1,1,3,2,24351,0
32,1,1,27,2,2,3,4,1,3,1,3,0,5,0,1,2,22875,0
35,1,3,11,2,2,4,4,3,3,1,4,1,4,0,3,3,28391,0
30,1,1,14,2,2,3,4,0,5,2,5,0,4,0,1,1,20740,0
38,1,1,14,3,2,4,4,1,5,1,7,1,3,0,1,2,22962,0
36,1,1,23,2,1,3,5,1,4,1,2,1,1,1,2,2,23466,0
46,1,1,32,2,1,4,5,1,3,1,2,0,4,0,1,2,24584,0
37,0,2,9,2,2,4,5,1,3,3,3,0,3,1,1,2,22564,0
41,1,1,7,2,2,4,4,4,5,1,4,0,3,1,1.187266694,0,35501,0
27,1,1,7,2,1,3,5,0,3,1,3,1,4,0,1,1,21611,0
28,1,3,9,3,0,3,2,1,3,3,2,0,1,0,2,2,25178,0
49,0,1,29,3,1,3,4,4,3,1,3.23652064,0,5,0,1,0,35852,0
45,1,1,7,2,2,4,2,1,5,1,4,0,3,1,3,2,23711,0
35,0,1,23,1,2,3,6,0,5,1,3,1,3,1,1,1,20985,1
57,1,1,31,2,2,4,4,0,3,2,3,0,3,0,1,1,21265,1
37,1,3,24,3,2,3,5,1,4,1,4,0,4,1,1,2,24185,0
42,1,3,15,3,1,3,4,1,4,1,7,0,3,1,2,2,23071,0
43,1,1,13,3,2,3,4,3,5,1,2,0,3,1,1,3,32026,0
32,1,3,17,3,1,3,4,1,3,1,4,1,1,0,1,2,25261,0
35,1,3,10,3,1,4,5,1,3,1,5,1,3,0,1,2,26781,0
32,1,1,11,3,1,4,2,0,3,1,2,0,5,1,3,1,22656,0
27,0,1,13,2,2,4,2,0,3,1,2,0,4,1,2,1,21222,0
46,0,1,7,3,2,3,4,1,3,3,6,0,1,1,2,2,24077,0
34,1,3,17,3,2,3,4,1,3,3,3,0,1,0,1,2,24165,0
29,0,3,7,2,2,3,5,1,3,1,3,1,1,0,1,2,25512,0
30,0,3,15.49083459,1,2,3,2,0,5,2,3,0,3,1,2,1,19769,1
40,0,3,28,2,1,3,6,1,3,1,8,0,5,0,1,2,24414,0
28,1,1,9,1,2,3,4,0,4,1,3,0,4,1,2,1,20904,0
35,0,1,29,2,2,3,5,1,3,1,3,1,1,1,1,2,24425,0
29,1,3,20,3,0,3,4,1,3,3,5,1,5,1,2,2,28532,1
48,0,1,21,1,2,4,4,1,4,1,2,0,3,0,3,2,24145,0
57,1,3,18,3,1,3,5,1,5,1,6,0,5,0,2,2,24058,0
40,1,1,16,3,2,3,4,1,5,1,3,0,4,1,1,2,23829,0
39,0,1,15,3,1,3,5,1,4,1,3,1,1,1,1,2,20811,0
59,1,3,28,2,1,4,4,4,3,1,3.23652064,1,5,1,1,0,36553,0
33,0,1,12,2,1,3,2,0,3,2,5,1,1,0,2,1,21110,1
39,1,1,16,2,2,4,4,0,3,1,4,0,1,1,2,1,23449,0
50,0,1,9,2,2,3,4,2,3,1,3.23652064,0,3,1,1,4,37839,0
43,1,3,19,3,2,4,4,1,3,1,5,1,1,0,1,2,23765,0
28,0,2,29,2,1,3,5,0,4,1,3,0,1,1,1,1,21541,1
36,1,3,25,3,2,4,4,1,5,1,2,0,3,0,1,2,20822,0
29,0,1,23,3,2,3,4,0,3,2,3,0,3,0,1,1,20822,0
32,0,1,10,3,2,3,4,0,5,1,3,1,1,0,1,1,21743,0
37,0,1,16,2,2,4,2,0,4,1,3,0,5,1,1,1,21488,0
35,1,3,7,3,2,3,4,3,3,3,3,0,5,1,1,3,28566,0
35,1,3,20,3,2,3,4,3,3,1,3,0,1,1,2,3,27306,0
27,1,1,7,3,2,4,4,0,5,3,2,0,5,1,3,1,21545,0
30,1,1,7,2,2,3,4,1,5,1,2,0,3,1,1,2,24051,0
33,0,1,22,3,1,3,4,1,3,1,7,0,3,0,2,2,25345,0
32,0,1,7,2,2,3,6,1,5,1,3,0,1,1,2,2,23681,0
29,1,1,24,1,2,3,5,0,3,1,7,0,3,0,2,1,21045,1
39,1,3,7,2,2,3,5,0,5,3,6,0,3,0,2,1,21536,0
36,1,3,14,2,1,3,4,1,3,1,3,1,4,1,2,2,23882,0
28,1,3,16,3,2,3,4,1,3,3,3,0,1,0,2,2,22783,0
33,1,1,12,2,2,3,5,1,3,3,2,0,1,0,2,2,28357,0
32,0,3,33,3,2,4,4,1,3,1,3,1,3,0,2,2,24295,1
54,1,3,31,2,2,4,4,3,5,2,8,1,3,1,3,3,29126,1
55,1,1,16,2,1,4,4,1,3,1,5,0,5,0,2,2,21575,0
34,0,1,14,2,2,3,4,1,3,1,3,0,5,1,2,2,24646,0
44,1,1,18,2,2,2,4,3,3,1,3,0,1,1,1,3,26188,0
39,0,2,7,2,2,3,4,0,4,1,2,1,1,1,2,1,21669,0
56,1,2,33,2,2,4,2,2,3.58103661,1,6,1,5,1,3,4,38314,0
32,1,1,15.49083459,3,1,3,6,0,3,1,3,1,5,1,1,1,19807,0
40,1,3,22,3,2,4,4,4,5,2,2,0,1,1,3,0,32019,0
43,0,1,30,2,2,3,5,1,3,3,3,0,3,1,2,2,23010,0
32,0,1,17,3,1,3,4,3,3,1,6,0,1,1,2,3,29709,0
55,1,1,17,3,1,4,4,1,5,3,8,1,1,0,1,2,23118,0
25,1,1,7,2,2,3,5,1,3,3,3,0,3,1,2,2,23295,0
24,1,1,19,2,2,4,4,0,3,3,3,0,5,1,1,1,21325,0
41,0,1,18,1,1,4,4,1,3,1,3,0,3,1,2,2,25001,0
41,1,3,9,3,1,4,4,1,4,1,5,0,3,1,2,2,24355,0
26,1,2,9,2,1,3,4,0,4,1,6,0,4,0,1,1,20865,0
31,1,1,7,3,2,4,4,0,4,1,3,0,5,0,2,1,22426,0
26,1,1,9,2,2,3,4,0,3,1,8,1,5,0,1,1,22655,0
48,1,1,32,3,2,3,4,3,3,3,4,0,3,1,1,3,27311,0
34,0,1,7,3,2,3,5,0,3,1,3,0,3,0,1,1,20686,0
39,1,3,7,2,2,3,4,1,4,1,2,0,4,1,2,2,23118,0
32,1,3,9,2,2,3,4,0,3,1,2,0,4,1,1,1,21745,0
39,0,1,13,2,2,4,5,1,3,1,4,0,4,1,2,2,23999,0
43,1,1,25,2,2,3,4,1,5,1,8,1,1,0,1,2,24088,0
42,1,1,7,2,2,4,4,0,3,1,5,0,1,0,1,1,21460,0
48,0,1,7,3,1,4,4,3,4,1,2,0,5,0,1,3,30635,0
36,1,1,18,3,2,3,4,0,3,1,2,1,5,0,1,1,21338,0
23,1,1,7,2,2,4,4,0,3,3,2,0,3,0,3,1,22053,0
36,1,1,16,3,2,3,4,1,3,3,3,0,4,0,2,2,23776,0
34,1,1,22,3,1,4,4,1,3,1,2,1,1,1,2,2,23556,0
33,1,1,36,2,1,3,5,0,4,3,3,0,3,1,1,1,21515,0
41,1,1,7,2,2,3,4,0,3,1,2,0,1,0,1,1,21084,0
33,1,3,7,3,2,4,5,0,4,1,2,0,1,0,3,1,20947,0
40,1,1,31,2,2,3,4,1,3,3,2,0,4,1,1,2,22786,0
39,1,1,17,3,1,3,6,3,3,1,5,0,1,1,2,3,31884,0
33,1,3,7,3,1,3,4,3,3,1,3,0,5,1,1,3,29100,0
38,1,1,17,2,1,3,2,3,3,1,3,1,1,0,2,3,32422,0
26,1,3,15,2,1,3,4,1,3,1,2,1,1,1,2,2,23585,0
53,0,3,127,2,2,3,4,0,3,1,4,0,1,1,2,1,22160,0
45,1,1,7,3,2,3,4,0,3,2,8,1,4,0,2,1,21114,0
22,1,3,12,3,2,3,4,0,5,2,3,1,1,1,1,1,21058,0
40,0,1,16,2,2,3,4,2,3,2,3.23652064,0,4,0,2,4,38109,0
24,0,3,16,3,2,3,4,0,5,1,3,0,5,1,1,1,20468,1
37,1,3,10,3,1,4,5,3,3,1,2,0,3,1,1,3,26322,0
37,0,1,11,2,1,4,4,1,4,1,2,0,3,1,2,2,23809,0
57,0,1,7,2,2,3,4,1,3,1,3,0,3,0,1,2,24984,0
30,1,1,7,3,2,3,4,0,3,1,2,1,3,1,1,1,23465,1
43,1,1,9,2,2,3,4,2,3,1,3.23652064,0,3,1,2,4,37558,0
57,1,1,14,1,2,4,4,0,3,1,2,0,4,1,3,1,21017,1
42,1,1,35,2,1,3,5,4,4,1,2,0,5,1,2,0,32248,0
35,1,3,35,3,1,4,5,1,3,1,3,0,5,1,1,2,25390,0
37,0,3,22,3,2,3,6,1,3,1,3,0,1,1,1,2,24084,0
42,1,3,10,2,2,3,5,1,4,1,4,0,3,0,2,2,27616,0
33,1,1,9,1,2,4,4,0,5,2,3,0,1,1,2,1,21117,0
36,1,2,33,2,0,3,4,3,3,3,3,1,1,1,1,3,27515,0
39,1,3,17,2,1,4,4,1,3,1,3,0,4,0,3,2,24021,0
51,0,3,7,2,2,4,4,1,3,1,2,0,3,1,2,2,25406,1
37,1,3,18,3,1,4,5,1,3,1,6,0,1,1,2,2,25330,0
46,1,3,27,2,1,3,4,1,3,3,2,0,1,1,1,2,23528,0
41,1,1,9,2,2,3,5,0,3,3,4,0,5,0,2,1,21487,0
36,0,1,25,2,2,4,4,1,3,1,3,1,3,1,1,2,24367,0
41,1,1,9,3,1,4,4,0,3,1,4,0,1,1,2,1,20679,0
36,1,1,7,2,1,4,6,0,3,1,3,0,3,0,2,1,21655,0
30,1,1,20,2,2,3,5,1,4,1,6,1,4,1,1,2,22703,0
30,1,1,35,3,1,4,5,0,5,3,3,0,1,0,2,1,22463,0
51,1,3,35,3,2,3,5,3,5,1,6,1,5,0,1,3,29532,1
40,1,3,31,3,1,3,5,4,3,1,2,0,1,1,2,0,30709,0
32,0,1,12,3,2,4,4,1,5,2,2,0,1,0,3,2,28614,0
27,1,3,12,2,1,2,5,0,3,3,2,0,1,0,1,1,21644,0
37,0,1,30,3,2,3,2,1,3,1,6,0,3,0,1,2,21249,0
40,1,1,13,3,2,3,5,3,5,1,6,0,4,1,1,3,28669,0
28,1,1,11,2,2,3,2,1,4,1,3,1,4,1,1,2,24820,0
50,0,3,9,3,2,4,5,1,4,1,4,0,3,1,3,2,24068,0
35,1,1,15,3,2,3,2,1,3,1,4,0,3,0,2,2,23082,0
42,1,3,7,2,0,4,4,1,3,3,2,1,4,0,3,2,24671,1
50,0,1,15,2,2,4,5,1,4,1,3,0,1,0,1,2,23808,0
38,1,1,9,2,2,4,5,0,3,2,8,1,3,0,3,1,20768,1
34,0,1,10,2,1,3,4,0,3,1,3,1,1,1,2,1,21587,0
28,1,1,9,3,2,3,4,0,4,1,2,0,5,1,2,1,22146,0
33,0,1,9,2,2,4,4,0,3,3,2,0,3,1,2,1,21746,0
60,1,1,10,3,1,3,2,0,5,1,6,1,1,0,2,1,21348,0
31,1,1,31,2,2,4,4,0,3,1,3,0,3,1,3,1,21371,0
39,0,1,30,2,2,3,5,3,3,3,2,0,3,1,1,3,28204,0
37,1,1,34,3,2,4,4,1,3,1,8,0,3,0,1,2,23915,0
36,1,1,23,3,2,3,2,0,4,1,2,0,4,1,2,1,21104,0
30,1,1,22,2,1,3,5,1,3,3,2,1,1,1,2,2,22871,0
32,1,1,33,2,2,3,4,0,3,1,3,0,3,1,2,1,21589,0
35,1,1,26,3,2,4,4,0,3,1,2,0,3,0,1,1,21339,0
29,1,1,31,2,2,3,5,0,3,2,7,1,1,0,1,1,20706,1
30,1,1,28,2,1,3,2,3,5,1,3,0,5,1,2,3,28658,0
33,1,1,12,2,2,4,2,0,4,1,2,1,1,1,3,1,21976,0
23,0,1,23,3,2,4,2,0,3,1,3,1,3,0,3,1,21613,0
54,1,3,9,2,1,4,5,4,3,1,4,0,3,0,1,0,34105,0
39,1,1,9,2,2,3,4,0,3,3,7,1,1,0,1,1,22622,0
25,0,1,18,2,1,4,2,1,3,1,2,0,5,0,2,2,22689,0
37,1,3,16,2,2,3,5,0,5,3,2,0,1,0,1,1,22085,1
35,1,1,14,2,1,3,4,3,4,2,2,0,5,0,1,3,30672,0
22,1,1,22,2,2,4,3.708445179,0,3,2,3,0,5,1,2,1,19910,0
35,1,1,13,3,2,3,4,0,5,3,4,0,4,0,1,1,21638,1
54,1,1,12,2,1,3,4,2,3,1,3.23652064,0,4,1,1,4,37772,0
33,0,1,23,2,1,4,6,0,5,3,3,1,4,0,1,1,22597,1
43,1,3,15,3,2,3,4,1,4,1,2,0,3,1,1,2,25503,0
45,1,1,14,3,1,3,5,3,3,1,5,0,4,0,1,3,28926,0
47,1,3,9,3,1,3,4,2,5,2,3.23652064,0,1,1,2,4,37625,0
34,1,1,9,3,2,4,4,0,3,2,6,0,3,0,3,1,21174,0
45,1,1,17,2,2,3,4,1,3,1,4,1,3,0,2,2,25143,0
31,1,1,16,3,2,3,5,0,3,2,3,0,4,0,2,1,20884,0
40,1,3,12,1,2,3,4,1,3,1,5,0,1,0,1,2,20764,1
25,1,1,7,3,2,4,4,0,3,1,4,1,3,0,3,1,20971,1
44,1,1,9,3,1,4,2,0,3,1,3,0,1,1,3,1,21323,0
51,1,3,10,3,2,3,5,0,3,1,3,1,4,1,2,1,21361,1
36,1,3,9,3,1,4,4,0,3,1,3,0,1,1,3,1,20692,0
37,1,1,12,2,1,3,5,0,5,1,2,1,1,1,2,1,22097,0
34,0,3,7,2,1,3,2,1,5,1,4,0,3,0,2,2,24054,0
36,1,1,11,2,2,4,4,0,3,1,3,0,4,1,2,1,20629,0
28,1,1,9,2,1,3,4,0,5,1,3,0,3,1,2,1,21019,0
27,1,1,32,2,2,3,6,0,3,2,3,0,1,0,1,1,20971,1
28,0,3,15,2,2,3,4,3,3,3,3,0,1,1,1,3,27404,0
31,0,1,7,3,1,3,4,1,3,3,3,0,3,1,1,2,22689,0
42,1,1,19,1,1,3,4,2,3,1,3,0,4,1,2,4,38223,1
35,0,3,30,3,2,4,4,1,3,3,2,0,5,0,2,2,23246,0
38,1,1,26,2,2,4,4,0,4,1,6,0,4,0,2,1,21700,0
47,0,3,12,3,2,4,4,1,3,3,6,1,5,1,2,2,24450,0
36,1,1,15,2,2,3,2,0,3,1,3,0,5,1,2,1,20947,0
49,1,1,7,2,2,4,5,3,3,3,2,1,5,0,1,3,24059,1
29,1,1,12,1,2,3,4,0,3,3,3,1,1,0,1,1,22119,1
45,1,3,7,3,1,4,4,1,5,1,7,1,1,1,2,2,24132,0
36,0,1,18,3,2,4,5,3,5,1,4,1,5,1,3,3,28562,0
27,1,3,30,3,1,3,5,1,3,1,2,1,1,0,1,2,22835,0
34,0,1,7,2,1,4,4,3,3,2,3,1,1,1,1,3,32136,0
36,0,3,6,2,2,4,4,3,5,1,3,0,4,0,1,3,27747,0
36,1,1,30,3,1,2,4,0,5,1,5,1,4,0,1,1,22692,0
32,1,1,14,2,2,3,4,1,3,1,5,0,3,0,2,2,24593,0
38,1,1,7,2,2,3,5,1,3,1,3,0,5,0,1,2,24671,0
33,1,1,7,3,2,3,4,1,3,1,3,1,4,1,2,2,24840,0
39,0,1,36,2,1,3,4,1,3,2,3,0,3,1,1,2,21084,0
51,1,1,14,3,1,3,5,2,3,1,3.23652064,1,4,1,2,4,37418,0
60,1,3,32,2,0,5,4,3,5,3,2,0,3,1,2,3,26315,0
37,1,1,15,1,1,3,4,3,3,1,3,0,4,1,1,3,28774,0
56,1,1,15,3,1,3,4,4,3,1,4,1,3,1,2,0,33434,0
37,0,1,18,2,2,4,5,1,4,3,3,0,4,1,2,2,25177,0
46,1,1,14,2,2,3,4,3,5,1,4,0,3,0,1,3,28402,0
36,0,1,7,3,2,4,4,0,5,1,6,0,1,0,2,1,20872,0
37,1,1,16,3,2,4,5,0,3,1,2,1,1,1,3,1,22066,1
60,0,3,7,2,0,3,5,1,3,3,2,0,5,1,1,2,24151,0
30,1,1,9,2,2,4,4,0,4,1,2,0,4,1,1,1,21381,0
32,1,1,7,3,2,3,4,0,4,2,3,0,3,1,1,1,21179,0
33,1,1,7,2,2,4,4,1,4,1,3,0,3,1,1,2,24898,0
37,1,1,13,2,1,3,2,0,3,1,5,0,1,0,1,1,21716,0
32,1,1,15,2,1,4,4,1,3,3,3,0,5,1,3,2,23102,0
36,1,3,7,3,2,3,5,1,5,3,2,0,1,1,2,2,22990,0
46,1,1,13,2,2,3,4,3,5,1,6,1,3,1,2,3,31923,0
38,1,1,14,3,2,2,4,3,3,2,6,0,1,0,1,3,32342,0
47,1,2,12,3,2,4,4,1,4,1,2,1,5,1,3,2,23699,0
