Age,CityTier,DurationOfPitch,Occupation,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken
32,3,12,3,,3,3,3,0,5,3,20010,0
54,1,8,2,3,1,3,2,0,4,2,28549,0
24,3,9,2,,4,3,2,0,4,0,19999,0
28,3,10,2,3,0,3,1,0,1,1,,0
58,3,16,2,3,1,3,1,0,3,2,28872,0
44,1,29,2,3,3,4,3,0,3,3,17042,0
37,2,12,3,3,3,5,3,1,1,3,17073,1
32,1,6,1,3,3,5,1,0,1,3,17956,0
20,1,12,2,4,0,3,1,1,1,1,17926,1
34,1,,2,3,4,3,1,0,3,0,19809,0
37,1,8,2,4,0,3,1,0,1,1,20163,0
59,2,8,3,4,1,3,1,0,1,2,33844,0
50,1,6,2,3,0,4,1,1,1,1,33172,0
25,3,11,2,4,2,3,2,1,3,4,20744,1
25,1,13,2,4,1,3,1,0,1,2,17889,0
22,1,21,2,3,0,3,1,0,1,1,17871,0
51,1,6,3,4,3,5,1,0,1,3,22484,0
34,1,13,3,5,0,3,2,1,5,1,21074,1
54,2,32,1,1,0,3,1,1,3,1,32328,0
24,1,24,3,3,1,3,1,0,4,2,17774,0
34,1,,3,4,0,4,2,0,3,1,19505,0
37,3,9,3,3,3,3,3,0,3,3,22428,0
34,1,11,2,4,1,5,1,0,1,2,26631,0
36,3,17,2,3,3,3,1,0,5,3,24738,0
36,1,9,2,3,0,3,1,0,1,1,17835,0
43,3,32,3,3,1,3,1,1,1,2,31959,0
30,1,29,2,5,3,3,3,0,3,3,17613,0
33,3,28,2,3,1,4,1,0,1,2,21146,0
56,1,20,2,,1,4,1,1,5,2,19963,1
51,1,12,2,3,1,3,1,0,5,2,34537,0
31,3,12,3,5,0,3,2,1,3,1,21172,1
26,1,12,3,4,0,4,2,0,3,1,17368,0
58,1,29,1,3,1,3,2,0,3,2,25312,1
19,3,28,2,3,0,3,2,1,1,1,16675,1
22,1,8,3,3,1,3,1,0,5,2,17523,0
49,1,26,1,3,0,5,1,0,1,1,21567,0
43,1,,3,1,0,3,2,0,3,1,19739,0
50,3,18,2,3,4,3,1,0,5,0,24208,0
31,3,,2,5,0,3,1,1,3,1,19559,1
41,3,15,3,3,0,3,2,1,1,1,23189,0
26,2,31,3,3,1,3,1,0,4,2,17942,0
36,1,12,3,,3,4,1,0,4,3,19941,0
51,1,14,3,5,1,3,1,0,1,2,25650,1
39,3,10,2,4,1,3,1,0,5,2,20902,0
25,3,34,3,4,3,3,3,0,4,3,23639,0
30,2,15,1,3,1,3,1,1,3,2,21347,0
,1,15,3,3,1,5,1,0,4,2,,1
,1,35,3,3,0,3,1,0,1,1,18452,0
38,1,,3,3,3,3,1,1,5,3,,0
30,1,24,3,3,0,3,1,0,1,1,17632,0
32,3,,3,5,0,3,1,0,1,1,19668,0
30,1,11,3,3,0,5,1,0,5,1,18204,0
30,1,8,3,4,0,3,1,0,4,1,17720,0
41,1,16,2,4,3,5,1,0,1,3,32181,0
41,1,15,3,3,0,5,1,0,1,1,17238,0
19,1,9,2,3,2,4,2,0,3,4,16483,0
40,1,32,2,3,0,4,1,0,1,1,20605,0
35,3,6,2,3,3,4,1,0,4,3,22295,0
53,3,12,2,3,1,3,3,1,5,2,17306,0
45,1,15,2,3,0,4,2,0,4,1,17348,0
32,3,14,1,3,0,3,1,0,4,1,23998,0
29,1,,1,3,0,3,2,0,3,1,,0
51,1,13,3,4,0,3,2,0,3,1,21132,0
58,1,15,3,4,1,4,1,1,1,2,18346,0
40,3,10,2,4,1,3,1,0,1,2,25855,0
34,3,8,2,3,0,3,1,0,5,1,17231,0
22,1,25,2,3,0,3,2,0,1,1,17323,0
27,1,15,2,3,0,4,2,0,3,1,17024,0
28,1,27,3,3,3,3,1,0,1,3,17713,0
57,1,30,2,1,0,3,2,1,4,1,24439,0
27,1,9,3,4,0,3,1,1,1,1,17566,0
50,1,17,3,3,0,4,2,0,5,1,34926,0
41,1,20,3,3,0,3,2,0,4,1,17451,0
30,3,11,3,3,0,3,1,0,4,1,24419,0
38,3,6,3,4,1,3,1,0,1,2,23686,0
32,1,12,3,3,0,3,1,0,1,1,18038,0
27,1,23,3,3,2,4,1,1,4,4,18058,0
19,3,6,3,5,2,5,2,0,3,4,17325,1
36,1,9,2,3,1,4,1,0,4,2,17088,0
30,1,15,3,3,4,5,2,0,1,0,18072,0
45,3,10,2,,2,5,1,1,4,4,20006,0
56,1,,3,3,0,5,2,1,4,1,,0
33,1,8,2,3,1,3,1,0,3,2,17500,0
19,1,8,3,4,0,3,1,0,5,1,16102,1
46,3,6,3,3,4,5,1,0,1,0,25453,0
38,1,15,2,3,0,3,1,0,1,1,17288,0
,1,18,3,3,1,3,2,1,4,2,,0
34,1,33,3,3,1,4,1,0,3,2,17311,0
41,3,26,2,3,1,4,1,1,4,2,18140,1
,1,6,1,4,1,3,1,0,3,2,18690,0
53,1,,1,1,1,5,1,0,1,2,,0
33,1,20,2,3,1,4,1,0,5,2,17756,0
40,1,10,3,3,0,3,1,0,5,1,34033,0
55,1,20,3,1,1,4,1,0,1,2,33722,0
34,1,8,3,4,1,3,1,0,4,2,24547,0
51,1,9,3,3,3,4,1,0,5,3,28734,0
52,1,6,2,4,0,3,1,0,1,1,34999,0
27,1,15,3,3,0,4,2,0,3,1,17279,0
35,1,29,2,4,1,3,1,1,4,2,20916,1
43,1,13,3,1,3,3,1,0,4,3,17089,0
45,1,8,3,4,3,3,1,0,4,3,31792,0
,1,27,2,1,3,5,3,1,3,3,18564,0
35,1,,2,3,1,4,3,0,1,2,,0
42,1,27,2,3,3,3,1,0,1,3,20265,0
38,1,8,1,3,0,3,2,0,1,1,21553,0
38,1,35,2,3,3,3,2,0,1,3,21261,0
27,1,,3,4,1,5,3,0,3,2,,0
49,1,24,1,3,0,3,2,1,1,1,21804,0
,1,16,3,3,3,3,3,1,3,3,,0
40,1,25,3,3,1,3,1,1,1,2,17741,0
38,1,35,2,3,1,5,2,1,3,2,21673,1
29,3,33,3,3,0,3,1,0,3,1,22639,1
22,1,11,2,1,3,4,1,1,4,3,17328,0
36,1,24,2,3,3,3,1,0,3,3,17153,0
40,1,,2,4,0,3,1,0,5,1,19876,0
46,1,6,3,3,0,5,1,0,1,1,24396,0
32,3,10,3,5,3,3,1,0,1,3,25400,1
30,1,6,3,4,3,3,3,0,5,3,23474,0
27,3,26,3,3,0,3,2,0,1,1,24981,0
51,1,14,2,4,0,4,2,0,3,1,27490,0
30,1,9,1,3,2,5,1,1,4,4,17657,1
41,3,12,3,3,0,3,1,1,1,1,28591,0
30,3,32,3,4,2,5,1,0,1,4,21696,1
29,1,6,3,3,0,3,1,0,1,1,17058,1
45,3,12,3,4,4,3,1,0,4,0,23865,0
54,3,9,2,3,0,5,1,0,4,1,20940,0
36,1,11,2,3,2,4,2,0,1,4,20914,0
33,1,10,2,4,0,4,1,0,4,1,17622,0
37,1,17,2,3,0,3,2,1,3,1,27185,0
38,3,9,3,3,0,3,1,0,1,1,25609,0
31,1,,3,5,1,3,1,0,3,2,,0
59,1,9,2,4,1,3,1,0,3,2,17177,0
37,3,10,1,3,1,3,1,0,4,2,17793,0
29,3,6,2,3,2,3,1,0,3,4,22918,0
35,3,6,3,3,3,3,1,0,5,3,23789,0
29,1,24,2,4,0,3,1,1,3,1,17389,1
52,1,8,2,4,1,3,1,0,3,2,18212,0
42,1,10,3,3,0,3,1,0,1,1,34232,0
59,2,12,2,3,1,3,1,0,4,2,17267,0
50,3,6,3,3,3,3,1,0,1,3,34517,0
33,1,20,1,3,3,3,3,1,1,3,17436,1
43,3,22,2,3,0,3,2,1,3,1,31064,0
33,1,8,2,3,1,5,3,0,3,2,17707,1
52,3,8,3,4,1,3,1,1,1,2,34068,0
,3,10,2,3,1,4,1,0,3,2,,0
,1,6,3,4,0,3,1,1,5,1,,1
39,1,6,3,3,2,3,1,0,3,4,17232,0
32,3,,2,3,0,3,1,0,4,1,,0
41,1,25,3,3,0,5,2,0,1,1,18072,0
40,1,30,2,3,0,3,1,0,3,1,18319,0
45,1,6,2,1,1,3,1,0,4,2,34202,0
31,1,9,1,3,1,3,2,0,4,2,28675,0
33,1,11,1,4,4,3,1,0,1,0,17911,0
34,1,8,2,4,0,5,2,0,4,1,20957,0
,1,6,3,4,1,5,1,0,4,2,,0
45,1,13,3,1,1,3,1,0,1,2,21434,0
37,1,16,2,3,1,3,1,0,3,2,25048,1
39,1,8,3,3,4,3,1,0,1,0,25938,0
29,1,21,2,3,0,3,1,0,3,1,17340,0
42,1,23,3,1,2,5,2,1,1,4,21545,0
29,3,26,2,3,3,3,1,0,1,3,21931,0
25,1,,3,3,0,3,1,0,3,1,19898,0
42,1,8,3,4,1,5,1,1,4,2,17593,0
40,1,8,3,3,0,3,2,0,5,1,34436,0
51,1,6,3,3,3,3,1,0,4,3,17723,0
,1,35,2,4,3,4,1,0,3,3,18479,1
32,1,13,3,1,1,4,1,0,1,2,17794,0
38,3,8,2,4,1,3,1,0,5,2,20249,0
32,1,8,2,4,2,5,1,0,4,4,17176,0
46,3,8,3,5,4,4,1,1,5,0,31872,0
,1,8,2,3,1,3,1,0,4,2,18485,1
29,3,8,2,4,1,4,2,0,4,2,21644,0
31,1,29,1,4,1,3,1,0,3,2,20582,0
,1,11,3,1,1,5,1,0,5,2,,0
45,1,26,2,3,0,3,2,1,3,1,28496,0
36,1,12,2,3,0,3,1,0,5,1,18210,0
55,1,6,2,3,1,5,1,1,1,2,34045,0
47,1,35,3,3,0,4,1,1,3,1,26849,1
28,1,15,2,3,0,3,2,0,1,1,17070,0
37,3,12,2,3,2,3,2,0,3,4,21502,0
21,1,9,1,4,1,3,2,0,5,2,18230,0
37,1,6,3,3,0,3,1,1,3,1,28603,0
35,1,28,3,1,1,4,2,0,5,2,26996,0
38,3,13,3,1,0,5,1,1,3,1,20605,0
26,1,6,3,3,4,4,1,0,5,0,21397,0
50,1,10,3,3,0,4,2,0,5,1,34144,0
53,1,9,3,3,3,3,1,1,5,3,32584,0
42,3,6,2,3,0,3,1,0,3,1,19907,0
29,3,,3,3,1,3,1,0,1,2,19554,0
55,1,26,2,3,4,3,2,1,1,0,20415,0
26,1,,3,3,0,5,2,1,3,1,19741,0
37,1,6,3,3,1,3,2,0,1,2,17115,0
44,1,30,1,3,1,3,1,1,5,2,18161,1
38,1,29,3,3,3,3,1,0,3,3,20745,0
26,1,22,2,3,1,4,1,1,1,2,17373,1
28,1,14,2,3,1,3,1,0,4,2,18310,0
49,1,16,2,3,3,5,1,1,3,3,33665,0
36,1,,2,3,1,4,1,0,1,2,19485,0
31,3,11,1,3,0,4,1,0,3,1,17789,0
26,3,10,2,4,1,3,1,1,1,2,20828,1
37,1,15,2,3,3,3,1,1,1,3,17326,0
42,3,32,2,3,0,4,1,0,3,1,28525,0
18,1,9,2,3,3,3,1,0,4,3,16420,1
35,3,22,3,3,4,4,1,0,1,0,23020,0
,1,24,2,1,0,3,2,0,5,1,18688,0
51,1,8,1,5,4,4,2,0,1,0,20482,0
41,3,8,3,3,1,4,1,0,3,2,31015,0
18,3,16,2,4,0,3,2,0,1,1,16200,0
28,1,22,1,1,1,5,1,0,5,2,20661,0
31,3,13,2,1,1,3,2,0,1,2,21929,0
39,1,6,3,1,1,3,1,0,3,2,24613,0
36,1,30,3,3,1,4,2,0,3,2,20674,0
32,3,13,3,4,0,3,1,0,3,1,20484,0
38,1,31,3,4,1,4,1,0,3,2,27061,0
58,1,6,2,5,3,3,1,1,1,3,20660,0
31,1,,3,3,2,3,1,1,4,4,19821,0
31,2,8,3,4,1,5,1,0,3,2,21410,0
45,1,13,3,3,1,5,2,0,1,2,20210,0
31,1,8,2,3,2,3,1,1,4,4,17695,0
33,1,11,2,3,1,4,1,0,3,2,26878,0
39,1,16,3,3,1,5,1,1,3,2,32068,0
43,1,16,2,3,1,3,2,0,5,2,17455,0
49,1,6,2,4,3,3,1,1,3,3,28964,0
52,1,14,2,,1,4,1,0,1,2,19941,1
27,1,11,3,3,1,4,1,1,3,2,17478,0
32,3,14,2,4,0,4,1,1,1,1,20228,0
27,3,,2,3,0,3,2,1,4,1,,0
31,3,13,3,3,1,3,1,0,1,2,22547,0
32,1,8,3,1,1,3,1,0,3,2,20055,0
,1,8,3,5,1,3,1,1,3,2,18464,1
30,1,34,2,3,3,3,1,0,3,3,20775,0
31,1,13,3,4,3,3,3,0,1,3,23943,0
39,1,13,3,4,1,3,1,0,5,2,34272,0
39,3,9,1,3,3,3,3,1,4,3,20238,1
33,3,,2,4,0,3,1,0,3,1,19682,0
47,1,11,3,3,1,3,2,0,1,2,33300,0
43,1,16,3,4,1,3,2,0,3,2,20257,0
27,3,6,2,3,4,4,2,1,1,0,21349,0
54,1,,2,3,1,3,1,0,4,2,19869,0
43,1,13,1,3,0,5,1,0,5,1,24985,0
,1,14,3,3,0,3,1,0,3,1,18697,0
40,3,6,3,5,3,3,1,1,3,3,22457,0
29,1,14,3,5,1,5,1,1,3,2,17119,1
,1,15,1,4,1,3,1,0,1,2,,0
30,3,11,2,4,1,3,1,0,1,2,21118,0
27,3,14,2,3,1,4,3,0,1,2,21214,0
37,1,11,1,3,0,3,2,0,3,1,21347,0
38,1,21,3,4,1,3,3,1,5,2,26510,0
31,1,13,3,3,3,3,1,1,4,3,22143,0
29,3,16,3,4,1,4,1,1,5,2,23268,0
35,1,11,2,3,0,4,1,0,3,1,23095,0
23,1,32,3,3,0,3,2,0,1,1,17904,0
41,1,12,3,4,0,4,2,1,3,1,21032,0
47,3,10,3,3,0,3,1,0,4,1,17976,0
42,1,29,3,3,1,3,1,0,3,2,30992,0
29,3,,3,3,1,3,3,0,1,2,19649,0
42,2,8,1,3,3,3,3,1,4,3,17696,0
32,1,8,3,3,1,4,1,0,4,2,17370,0
48,3,35,2,3,0,3,2,0,4,1,27504,0
37,1,12,2,1,0,5,2,1,3,1,20974,0
30,3,,2,3,0,3,2,1,3,1,19736,0
26,3,6,2,3,1,3,3,0,5,2,20296,0
42,1,8,3,4,0,3,1,0,1,1,21781,0
21,3,6,2,4,1,4,2,1,5,2,17174,1
36,3,6,2,3,3,3,3,0,1,3,21653,0
36,3,9,2,4,1,3,1,0,1,2,24699,0
57,1,6,2,3,0,3,1,0,3,1,21755,0
40,1,16,3,1,1,3,2,1,3,2,17213,0
21,3,15,2,3,4,3,2,0,4,0,17610,0
33,3,11,3,3,1,3,1,1,1,2,17851,1
,1,16,1,3,0,5,1,0,1,1,18452,0
46,1,13,1,3,0,3,2,0,5,1,20258,0
41,3,10,3,3,0,4,1,0,3,1,24355,1
50,1,16,3,4,3,3,1,0,5,3,25496,0
40,3,28,1,4,0,3,2,1,3,1,21380,1
31,1,15,2,4,0,4,1,1,3,1,17657,0
21,3,18,3,1,1,4,1,0,5,2,17716,1
29,1,29,2,3,0,3,1,0,3,1,17201,0
35,1,15,2,4,1,4,2,0,1,2,21540,0
,1,6,2,3,4,4,1,0,3,0,,0
28,3,15,3,3,1,3,1,0,3,2,20253,0
49,1,13,3,4,2,3,1,0,1,4,25965,0
51,3,20,3,,1,3,1,0,3,2,19936,0
36,1,8,3,3,1,3,1,0,5,2,17543,0
34,3,25,3,1,0,3,1,1,1,1,20304,1
55,1,8,2,3,1,3,1,1,5,2,31659,0
24,3,,2,3,1,3,2,1,1,2,,0
30,3,8,3,3,1,4,1,0,3,2,17476,0
26,1,9,2,3,0,5,1,0,3,1,18102,1
22,1,17,2,3,2,4,1,0,1,4,17244,0
36,3,8,2,4,4,3,1,0,1,0,22596,0
30,1,10,1,3,1,3,3,1,4,2,17285,1
37,1,20,3,3,3,5,1,0,4,3,18034,0
40,3,8,3,3,1,4,1,0,1,2,20715,0
42,1,6,3,3,0,5,1,0,3,1,17576,0
,1,16,3,3,3,4,1,1,5,3,,0
43,1,18,2,4,0,4,1,0,3,1,29336,0
,1,8,2,4,4,3,1,0,5,0,18448,0
54,1,11,2,3,1,5,1,0,4,2,34406,0
34,3,10,2,3,1,3,2,0,1,2,21538,0
31,1,,2,3,2,5,1,0,1,4,,0
43,1,27,3,3,1,3,1,0,4,2,17258,0
43,1,,1,3,1,3,1,1,1,2,19522,0
25,3,,1,4,0,3,2,1,1,1,19487,0
37,1,,3,3,0,3,1,1,3,1,,0
31,1,6,2,4,0,5,1,0,4,1,17218,0
39,1,6,2,3,2,3,1,1,3,4,34197,0
56,3,12,2,1,0,5,1,0,3,1,28212,0
30,3,18,2,3,0,3,1,0,1,1,21577,0
41,3,6,3,1,3,5,1,0,3,3,23392,0
28,1,,1,3,0,5,1,0,1,1,19558,0
,1,9,1,3,0,5,2,0,5,1,,1
52,1,9,2,4,3,3,1,1,1,3,22969,0
45,1,16,3,3,4,3,1,0,5,0,17654,0
52,1,10,2,3,4,3,1,0,5,0,31555,0
42,1,,3,3,0,3,2,0,3,1,19556,0
30,1,8,3,5,3,3,1,0,1,3,21091,0
60,1,13,3,3,1,5,1,0,5,2,34566,0
46,1,,2,3,4,3,1,0,5,0,19810,0
42,1,,2,4,0,3,2,0,3,1,19523,0
24,3,6,2,3,1,4,2,1,4,2,18202,1
34,3,12,2,5,0,3,1,0,4,1,17351,1
38,1,8,3,3,3,3,1,1,5,3,16702,0
40,3,8,2,3,3,3,1,0,3,3,33041,0
26,1,29,3,3,3,3,1,0,3,3,17886,0
30,1,9,3,3,0,3,1,0,3,1,17097,0
29,1,9,3,4,0,3,2,0,1,1,26935,0
29,1,31,2,4,3,4,1,0,3,3,17546,1
19,2,8,2,4,3,3,1,0,3,3,17564,1
30,3,28,2,3,3,5,1,0,1,3,23412,0
57,3,35,2,4,0,3,1,0,3,1,29118,0
50,1,35,3,4,3,3,3,0,5,3,32046,0
30,1,8,1,3,0,3,2,0,4,1,17564,0
60,3,34,3,4,1,5,1,0,1,2,25266,0
47,1,8,2,3,4,3,2,0,1,0,20070,0
46,1,8,2,3,1,3,2,0,5,2,32861,0
35,1,28,3,5,1,3,1,0,4,2,,0
,1,5,2,3,4,3,3,0,1,0,,0
34,1,8,2,4,0,3,1,0,5,1,17768,0
46,3,16,2,4,1,3,3,1,1,2,24071,0
31,1,15,3,3,3,4,1,0,3,3,25648,0
33,1,21,2,3,1,3,1,1,5,2,28610,1
,1,16,2,5,0,3,1,0,5,1,18408,1
30,3,13,1,3,1,4,1,0,1,2,17983,0
35,1,22,3,3,4,3,1,1,1,0,22632,0
31,1,26,2,3,3,3,1,0,3,3,24824,1
34,2,29,3,3,0,5,2,1,3,1,24950,1
42,1,11,2,3,3,3,1,0,3,3,17093,0
36,3,16,2,3,1,3,3,0,1,2,24980,0
,1,10,3,4,1,3,1,0,5,2,,1
,3,8,3,3,1,3,2,0,5,2,,0
55,3,24,2,3,1,4,2,0,1,2,31835,0
41,3,16,1,3,0,3,2,0,1,1,21230,0
35,3,,1,3,3,3,3,0,3,3,19717,0
40,1,12,3,3,3,3,1,0,5,3,28237,0
,1,14,2,3,4,3,1,0,1,0,,0
31,3,8,3,3,3,3,1,1,5,3,21582,0
42,1,30,1,3,1,5,1,1,1,2,22406,0
45,3,,2,3,1,4,1,0,5,2,19805,0
26,2,23,3,3,0,3,1,1,5,1,17741,1
29,1,,3,3,1,3,1,0,5,2,,0
33,1,6,2,1,1,3,1,0,1,2,31184,0
31,3,13,2,4,2,3,1,0,3,4,26557,0
18,3,11,3,3,0,4,1,1,4,1,16878,1
40,3,34,3,5,1,5,1,0,5,2,25932,0
41,1,8,2,4,0,3,1,1,1,1,21811,0
26,3,,3,3,2,3,1,0,5,4,,0
35,3,,3,3,0,3,1,0,4,1,19859,0
34,3,27,2,1,0,3,1,0,3,1,20337,0
26,1,30,2,5,0,3,1,1,3,1,17340,1
37,1,6,2,3,0,3,1,0,5,1,22491,0
46,1,24,3,3,1,3,1,0,3,2,25527,0
41,3,8,2,3,1,5,2,0,5,2,31595,0
37,3,15,3,3,1,4,1,0,1,2,23834,0
52,1,12,3,3,0,5,1,1,4,1,20577,0
32,3,,3,1,1,3,1,0,3,2,19707,1
24,3,30,2,3,0,3,2,0,4,1,17400,0
38,1,16,2,3,1,3,1,0,3,2,24824,0
37,1,6,2,3,4,4,1,0,1,0,21447,0
49,1,24,2,4,0,3,2,1,3,1,34502,0
24,1,29,3,1,1,3,1,1,4,2,17725,0
26,3,34,2,3,4,4,1,0,3,0,21272,0
24,1,23,2,4,1,4,2,0,3,2,17127,0
50,2,9,1,3,0,4,1,0,1,1,33200,0
25,3,19,3,3,0,3,1,0,3,1,17096,0
24,1,13,1,3,0,3,2,1,4,1,17886,1
30,3,18,2,4,2,5,1,0,5,4,17033,1
,1,6,3,4,0,3,1,1,1,1,18622,0
31,3,,3,3,1,5,1,0,1,2,,1
,1,31,2,4,1,3,1,0,1,2,18681,0
31,3,12,3,1,0,3,1,0,5,1,20460,0
27,1,12,3,4,1,3,3,0,1,2,17187,0
37,3,8,2,3,0,3,1,1,3,1,24602,0
20,1,6,2,4,1,4,1,0,4,2,17836,0
,1,8,2,3,0,3,1,0,1,1,,0
43,1,12,2,4,3,3,1,1,3,3,31627,0
38,1,6,3,3,1,5,1,0,1,2,17619,0
43,1,15,2,3,1,3,3,1,3,2,20679,0
48,1,6,2,4,1,5,1,0,4,2,30402,0
44,2,6,3,4,3,3,1,0,5,3,20985,0
34,3,20,3,3,1,3,1,1,5,2,17579,0
27,3,8,3,3,0,5,2,0,5,1,18041,1
,3,28,3,3,0,3,2,0,1,1,18447,0
44,1,9,2,3,0,3,2,1,1,1,34513,0
22,1,12,2,3,0,3,1,0,1,1,17773,0
33,3,14,3,3,0,3,1,0,1,1,22104,0
32,1,15,2,3,1,3,1,1,5,2,21322,0
30,1,9,3,3,1,3,2,0,3,2,17083,0
53,3,6,2,3,0,5,1,0,1,1,23381,0
34,1,6,3,3,1,3,1,0,3,2,17691,0
45,3,,3,3,1,5,1,0,1,2,,1
26,1,12,2,3,0,3,2,1,1,1,17659,0
37,1,9,3,3,0,3,1,0,1,1,24434,0
29,3,9,3,3,3,3,3,0,1,3,20561,0
35,1,12,2,5,1,3,2,0,5,2,21646,0
33,1,12,1,3,1,3,2,0,5,2,22725,0
54,2,25,3,3,1,4,2,0,3,2,25725,0
36,1,15,1,4,1,4,1,1,4,2,23847,0
27,1,9,2,4,1,3,3,0,1,2,17045,0
20,1,16,2,3,3,3,1,1,5,3,16009,1
,1,9,2,3,3,5,3,1,5,3,18348,1
35,1,9,3,4,1,3,2,0,1,2,16281,0
23,1,10,2,1,3,5,1,0,4,3,17819,0
25,3,,2,1,4,4,1,0,4,0,19851,0
,3,13,2,4,2,3,1,0,1,4,,0
29,1,6,3,5,1,3,2,0,1,2,17720,0
48,3,8,2,1,3,4,1,0,3,3,23120,0
27,3,,2,1,2,3,1,1,1,4,19647,0
37,1,,3,1,0,3,1,0,4,1,19680,0
50,1,34,2,1,0,3,2,1,1,1,18221,0
34,1,15,2,4,3,4,1,0,1,3,23621,0
24,3,,2,3,3,3,3,0,1,3,19577,1
39,1,,3,4,0,3,2,0,1,1,19553,0
32,3,16,3,3,4,3,1,0,4,0,20396,0
50,3,14,3,3,1,3,1,1,5,2,21796,1
38,1,6,2,1,0,3,2,0,1,1,22625,0
27,1,6,3,3,0,5,1,0,4,1,22412,0
32,1,9,2,3,1,3,1,0,1,2,26159,0
47,3,20,3,,1,5,2,0,1,2,19960,0
40,3,11,3,4,0,5,1,1,5,1,25475,0
53,1,13,2,1,1,3,1,0,1,2,29814,0
41,2,16,3,4,4,3,1,0,1,0,34141,0
60,3,22,3,3,0,5,2,0,4,1,20405,0
27,1,16,3,3,1,5,3,0,3,2,23793,0
41,2,6,3,4,0,3,1,0,1,1,34189,0
,3,14,2,3,1,4,2,0,1,2,,0
28,1,6,2,5,1,4,1,1,1,2,17216,1
36,1,14,2,1,1,5,1,0,3,2,26713,0
38,1,6,3,3,0,3,1,1,1,1,22861,0
,1,30,2,5,1,3,1,0,3,2,18708,0
47,3,9,3,3,4,3,1,1,5,0,28770,0
30,3,33,2,3,0,3,2,0,3,1,20304,0
29,3,16,3,3,1,3,2,0,4,2,17642,0
42,1,25,1,1,1,3,3,1,3,2,17759,1
43,3,21,3,4,0,3,2,0,5,1,21804,0
34,1,14,2,3,1,3,3,0,4,2,21142,0
23,1,15,2,3,1,5,2,0,3,2,17500,0
39,2,9,3,1,2,4,1,0,1,4,21389,0
56,1,15,2,3,3,3,3,0,4,3,26103,0
40,1,8,3,4,0,3,1,1,3,1,17342,0
27,1,13,1,4,1,5,2,0,3,2,21811,0
29,3,16,2,3,0,4,2,0,1,1,17297,0
53,1,12,3,3,1,3,1,0,5,2,17450,0
35,1,8,2,3,0,5,1,0,4,1,20093,0
32,1,30,2,3,1,3,2,0,4,2,20309,0
38,1,8,2,3,0,3,1,1,4,1,18057,0
34,1,14,2,3,0,5,1,0,5,1,20121,0
52,3,9,3,4,1,5,1,0,5,2,31856,0
33,1,6,2,3,1,3,1,1,3,2,17686,1
25,3,32,2,3,2,3,1,0,4,4,21180,0
45,3,8,2,5,0,3,1,0,5,1,21632,0
,1,16,2,1,0,3,1,0,1,1,18505,0
47,3,33,2,1,1,3,1,1,4,2,21397,1
34,3,8,3,3,4,3,1,0,5,0,21274,0
55,1,8,2,3,0,5,1,1,1,1,34859,1
36,3,14,3,4,3,5,1,0,1,3,22587,0
52,1,,3,3,1,3,2,0,3,2,,0
26,1,,2,5,4,3,1,0,4,0,,0
29,1,,2,3,1,3,1,0,1,2,,0
26,3,14,2,4,0,5,1,0,3,1,20326,1
34,1,6,2,1,2,3,2,0,1,4,18280,0
54,1,25,2,3,0,5,2,1,3,1,20485,0
27,3,,2,3,1,3,1,0,3,2,,0
37,1,16,2,3,0,5,1,1,3,1,17782,0
38,1,8,2,1,1,5,1,1,1,2,20980,0
34,1,,3,4,1,5,2,0,1,2,,0
35,3,14,3,3,1,3,3,0,3,2,17572,0
,1,6,2,5,0,3,2,0,4,1,,0
40,1,,2,1,1,4,1,0,3,2,,0
34,3,14,2,3,1,5,1,0,1,2,21500,0
42,1,14,2,3,0,3,2,0,5,1,33430,0
23,1,12,3,1,3,5,1,1,3,3,16601,1
24,1,15,3,4,1,4,2,0,5,2,17694,0
52,1,17,2,3,4,3,1,0,1,0,18149,0
50,1,8,1,3,3,3,1,0,1,3,32639,0
29,1,6,2,4,3,5,3,1,1,3,17319,1
33,1,13,3,3,1,3,1,0,4,2,26691,0
33,3,22,2,3,0,5,1,0,3,1,20324,1
47,1,8,3,3,0,3,1,1,4,1,31752,0
36,1,6,3,3,0,4,1,0,5,1,20228,0
29,1,29,3,1,4,3,1,0,1,0,17700,0
58,1,8,3,3,1,4,2,1,3,2,34246,1
35,1,6,3,1,0,3,2,0,3,1,17506,0
42,1,6,3,4,1,3,1,1,3,2,21062,0
28,1,,3,3,0,3,2,0,3,1,,1
36,2,19,2,3,1,4,1,0,3,2,17143,0
32,1,10,2,4,0,3,1,0,4,1,21162,0
40,1,22,3,4,3,3,1,0,5,3,20094,0
30,1,8,3,4,3,3,1,1,1,3,21877,0
45,1,8,3,4,1,3,1,0,3,2,17274,0
42,1,,3,3,4,4,1,0,3,0,,0
38,1,18,3,4,1,5,1,0,5,2,21288,0
34,1,22,3,4,0,3,1,0,5,1,17553,0
49,3,17,2,3,1,3,1,0,4,2,22654,1
55,3,8,2,3,0,3,1,0,1,1,20160,1
43,1,20,3,3,0,5,2,0,5,1,32159,0
27,1,11,2,4,0,3,1,1,3,1,27808,0
35,1,13,2,3,1,3,1,0,3,2,25221,0
28,3,,2,3,3,4,1,1,3,3,19779,0
,2,9,2,3,0,3,1,0,1,1,,0
26,1,11,2,4,0,3,1,1,1,1,17366,1
27,1,9,3,3,1,3,1,0,1,2,16706,0
