CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
203930,33,Self Enquiry,1,12,Salaried,Male,4,2,Basic,4,Married,2,1,1,1,3,Executive,21976,0
203931,23,Company Invited,1,23,Small Business,Male,4,2,Basic,3,Married,3,1,3,0,3,Executive,21613,0
203932,54,Self Enquiry,3,9,Salaried,Female,4,5,Super Deluxe,3,Married,4,0,3,0,1,AVP,34105,0
203933,39,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Unmarried,7,1,1,0,1,Executive,22622,0
203934,25,Company Invited,1,18,Salaried,Female,4,2,Deluxe,3,Married,2,0,5,0,2,Manager,22689,0
203935,37,Self Enquiry,3,16,Salaried,Male,3,5,Basic,5,Unmarried,2,0,1,0,1,Executive,22085,1
203936,35,Self Enquiry,1,14,Salaried,Female,3,4,Standard,4,Single,2,0,5,0,1,Senior Manager,30672,0
203937,22,Self Enquiry,1,22,Salaried,Male,4,,Basic,3,Single,3,0,5,1,2,Executive,19910,0
203938,35,Self Enquiry,1,13,Small Business,Male,3,4,Basic,5,Unmarried,4,0,4,0,1,Executive,21638,1
203939,54,Self Enquiry,1,12,Salaried,Female,3,4,King,3,Married,,0,4,1,1,VP,37772,0
203940,33,Company Invited,1,23,Salaried,Female,4,6,Basic,5,Unmarried,3,1,4,0,1,Executive,22597,1
203941,43,Self Enquiry,3,15,Small Business,Male,3,4,Deluxe,4,Married,2,0,3,1,1,Manager,25503,0
203942,45,Self Enquiry,1,14,Small Business,Female,3,5,Standard,3,Married,5,0,4,0,1,Senior Manager,28926,0
203943,47,Self Enquiry,3,9,Small Business,Female,3,4,King,5,Single,,0,1,1,2,VP,37625,0
203944,34,Self Enquiry,1,9,Small Business,Male,4,4,Basic,3,Single,6,0,3,0,3,Executive,21174,0
203945,45,Self Enquiry,1,17,Salaried,Male,3,4,Deluxe,3,Married,4,1,3,0,2,Manager,25143,0
203946,31,Self Enquiry,1,16,Small Business,Male,3,5,Basic,3,Single,3,0,4,0,2,Executive,20884,0
203947,40,Self Enquiry,3,12,Large Business,Male,3,4,Deluxe,3,Married,5,0,1,0,1,Manager,20764,1
203948,25,Self Enquiry,1,7,Small Business,Male,4,4,Basic,3,Married,4,1,3,0,3,Executive,20971,1
203949,44,Self Enquiry,1,9,Small Business,Female,4,2,Basic,3,Married,3,0,1,1,3,Executive,21323,0
203950,51,Self Enquiry,3,10,Small Business,Male,3,5,Basic,3,Married,3,1,4,1,2,Executive,21361,1
203951,36,Self Enquiry,3,9,Small Business,Female,4,4,Basic,3,Married,3,0,1,1,3,Executive,20692,0
203952,37,Self Enquiry,1,12,Salaried,Female,3,5,Basic,5,Married,2,1,1,1,2,Executive,22097,0
203953,34,Company Invited,3,7,Salaried,Female,3,2,Deluxe,5,Married,4,0,3,0,2,Manager,24054,0
203954,36,Self Enquiry,1,11,Salaried,Male,4,4,Basic,3,Married,3,0,4,1,2,Executive,20629,0
203955,28,Self Enquiry,1,9,Salaried,Female,3,4,Basic,5,Married,3,0,3,1,2,Executive,21019,0
203956,27,Self Enquiry,1,32,Salaried,Male,3,6,Basic,3,Single,3,0,1,0,1,Executive,20971,1
203957,28,Company Invited,3,15,Salaried,Male,3,4,Standard,3,Unmarried,3,0,1,1,1,Senior Manager,27404,0
203958,31,Company Invited,1,7,Small Business,Female,3,4,Deluxe,3,Unmarried,3,0,3,1,1,Manager,22689,0
203959,42,Self Enquiry,1,19,Large Business,Female,3,4,King,3,Married,3,0,4,1,2,VP,38223,1
203960,35,Company Invited,3,30,Small Business,Male,4,4,Deluxe,3,Unmarried,2,0,5,0,2,Manager,23246,0
203961,38,Self Enquiry,1,26,Salaried,Male,4,4,Basic,4,Married,6,0,4,0,2,Executive,21700,0
203962,47,Company Invited,3,12,Small Business,Male,4,4,Deluxe,3,Unmarried,6,1,5,1,2,Manager,24450,0
203963,36,Self Enquiry,1,15,Salaried,Male,3,2,Basic,3,Married,3,0,5,1,2,Executive,20947,0
203964,49,Self Enquiry,1,7,Salaried,Male,4,5,Standard,3,Unmarried,2,1,5,0,1,Senior Manager,24059,1
203965,29,Self Enquiry,1,12,Large Business,Male,3,4,Basic,3,Unmarried,3,1,1,0,1,Executive,22119,1
203966,45,Self Enquiry,3,7,Small Business,Female,4,4,Deluxe,5,Married,7,1,1,1,2,Manager,24132,0
203967,36,Company Invited,1,18,Small Business,Male,4,5,Standard,5,Married,4,1,5,1,3,Senior Manager,28562,0
203968,27,Self Enquiry,3,30,Small Business,Female,3,5,Deluxe,3,Married,2,1,1,0,1,Manager,22835,0
203969,34,Company Invited,1,7,Salaried,Female,4,4,Standard,3,Single,3,1,1,1,1,Senior Manager,32136,0
203970,36,Company Invited,3,6,Salaried,Male,4,4,Standard,5,Married,3,0,4,0,1,Senior Manager,27747,0
203971,36,Self Enquiry,1,30,Small Business,Female,2,4,Basic,5,Married,5,1,4,0,1,Executive,22692,0
203972,32,Self Enquiry,1,14,Salaried,Male,3,4,Deluxe,3,Married,5,0,3,0,2,Manager,24593,0
203973,38,Self Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Married,3,0,5,0,1,Manager,24671,0
203974,33,Self Enquiry,1,7,Small Business,Male,3,4,Deluxe,3,Married,3,1,4,1,2,Manager,24840,0
203975,39,Company Invited,1,36,Salaried,Female,3,4,Deluxe,3,Single,3,0,3,1,1,Manager,21084,0
203976,51,Self Enquiry,1,14,Small Business,Female,3,5,King,3,Married,,1,4,1,2,VP,37418,0
203977,60,Self Enquiry,3,32,Salaried,Fe Male,5,4,Standard,5,Unmarried,2,0,3,1,2,Senior Manager,26315,0
203978,37,Self Enquiry,1,15,Large Business,Female,3,4,Standard,3,Married,3,0,4,1,1,Senior Manager,28774,0
203979,56,Self Enquiry,1,15,Small Business,Female,3,4,Super Deluxe,3,Married,4,1,3,1,2,AVP,33434,0
203980,37,Company Invited,1,18,Salaried,Male,4,5,Deluxe,4,Unmarried,3,0,4,1,2,Manager,25177,0
203981,46,Self Enquiry,1,14,Salaried,Male,3,4,Standard,5,Married,4,0,3,0,1,Senior Manager,28402,0
203982,36,Company Invited,1,7,Small Business,Male,4,4,Basic,5,Married,6,0,1,0,2,Executive,20872,0
203983,37,Self Enquiry,1,16,Small Business,Male,4,5,Basic,3,Married,2,1,1,1,3,Executive,22066,1
203984,60,Company Invited,3,7,Salaried,Fe Male,3,5,Deluxe,3,Unmarried,2,0,5,1,1,Manager,24151,0
203985,30,Self Enquiry,1,9,Salaried,Male,4,4,Basic,4,Married,2,0,4,1,1,Executive,21381,0
203986,32,Self Enquiry,1,7,Small Business,Male,3,4,Basic,4,Single,3,0,3,1,1,Executive,21179,0
203987,33,Self Enquiry,1,7,Salaried,Male,4,4,Deluxe,4,Married,3,0,3,1,1,Manager,24898,0
203988,37,Self Enquiry,1,13,Salaried,Female,3,2,Basic,3,Married,5,0,1,0,1,Executive,21716,0
203989,32,Self Enquiry,1,15,Salaried,Female,4,4,Deluxe,3,Unmarried,3,0,5,1,3,Manager,23102,0
203990,36,Self Enquiry,3,7,Small Business,Male,3,5,Deluxe,5,Unmarried,2,0,1,1,2,Manager,22990,0
203991,46,Self Enquiry,1,13,Salaried,Male,3,4,Standard,5,Married,6,1,3,1,2,Senior Manager,31923,0
203992,38,Self Enquiry,1,14,Small Business,Male,2,4,Standard,3,Single,6,0,1,0,1,Senior Manager,32342,0
203993,47,Self Enquiry,2,12,Small Business,Male,4,4,Deluxe,4,Married,2,1,5,1,3,Manager,23699,0
203994,31,Self Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Married,3,1,1,1,2,Manager,23804,0
203995,36,Self Enquiry,1,7,Small Business,Male,2,5,Basic,3,Unmarried,3,0,4,1,1,Executive,21537,0
203996,56,Self Enquiry,3,7,Salaried,Male,4,4,Standard,3,Married,5,0,1,0,3,Senior Manager,28917,0
203997,39,Company Invited,1,13,Small Business,Female,4,6,Deluxe,3,Married,2,1,1,0,3,Manager,24007,0
203998,35,Self Enquiry,1,7,Small Business,Male,4,4,Deluxe,4,Married,3,0,5,1,3,Manager,23003,0
203999,57,Self Enquiry,1,14,Salaried,Male,3,6,Standard,3,Unmarried,6,0,1,0,1,Senior Manager,25938,0
204000,24,Self Enquiry,3,9,Large Business,Male,4,4,Basic,5,Married,5,0,3,1,3,Executive,21000,0
204001,52,Self Enquiry,1,16,Salaried,Male,4,4,Basic,3,Married,5,0,3,1,1,Executive,20753,0
204002,31,Self Enquiry,1,9,Salaried,Male,5,5,Deluxe,3,Married,3,0,4,1,2,Manager,22830,0
204003,47,Self Enquiry,3,16,Small Business,Male,4,5,Standard,3,Unmarried,3,0,5,1,3,Senior Manager,28297,1
204004,41,Company Invited,1,7,Salaried,Male,4,5,Super Deluxe,4,Married,3,0,1,1,2,AVP,32181,0
204005,52,Self Enquiry,3,28,Small Business,Male,4,4,Deluxe,3,Unmarried,2,1,5,0,3,Manager,24119,0
204006,31,Self Enquiry,3,11,Small Business,Female,4,5,Deluxe,4,Married,3,1,3,1,1,Manager,23887,0
204007,47,Company Invited,1,7,Small Business,Male,3,5,Standard,5,Married,4,1,1,1,2,Senior Manager,29351,0
204008,33,Self Enquiry,3,13,Small Business,Male,3,4,Deluxe,3,Unmarried,3,0,5,1,2,Manager,23688,0
204009,55,Self Enquiry,1,9,Large Business,Female,3,4,Standard,3,Married,2,0,4,0,1,Senior Manager,32227,0
204010,25,Self Enquiry,3,10,Salaried,Female,3,4,Deluxe,3,Married,2,0,4,0,1,Manager,23677,0
204011,29,Company Invited,3,11,Small Business,Male,3,4,Deluxe,3,Married,3,0,1,0,1,Manager,22899,0
204012,59,Self Enquiry,3,17,Small Business,Male,3,4,Super Deluxe,3,Single,2,0,3,0,2,AVP,32550,0
204013,45,Company Invited,1,30,Small Business,Male,4,4,Deluxe,4,Married,6,0,3,0,2,Manager,20720,0
204014,38,Self Enquiry,2,13,Salaried,Male,4,4,Basic,5,Married,6,1,1,0,3,Executive,20751,1
204015,33,Self Enquiry,1,7,Salaried,Male,4,4,Basic,5,Unmarried,3,0,1,0,2,Executive,21634,0
204016,21,Company Invited,1,13,Salaried,Female,4,5,Basic,3,Unmarried,3,1,1,0,1,Executive,21604,1
204017,35,Self Enquiry,1,13,Salaried,Female,3,4,Deluxe,3,Unmarried,3,0,3,0,1,Manager,23487,0
204018,38,Company Invited,1,9,Salaried,Male,4,5,Deluxe,3,Married,7,0,1,1,3,Manager,23841,0
204019,60,Company Invited,2,9,Salaried,Female,3,5,King,3,Married,,0,1,0,2,VP,37522,0
204020,51,Company Invited,1,7,Salaried,Female,4,4,King,4,Married,,1,1,0,3,VP,36850,0
204021,26,Self Enquiry,3,12,Small Business,Male,3,5,Deluxe,3,Unmarried,3,1,3,0,2,Manager,24422,1
204022,26,Self Enquiry,1,14,Small Business,Male,4,5,Basic,3,Married,3,0,1,0,3,Executive,21567,0
204023,23,Self Enquiry,1,22,Small Business,Female,3,4,Basic,3,Unmarried,3,0,1,1,2,Executive,21549,0
204024,52,Company Invited,1,7,Small Business,Fe Male,2,5,Standard,5,Unmarried,5,0,1,1,1,Senior Manager,26162,0
204025,35,Company Invited,1,14,Salaried,Male,4,6,Deluxe,3,Unmarried,3,1,5,1,1,Manager,24752,1
204026,55,Company Invited,2,33,Salaried,Female,2,2,Super Deluxe,3,Single,,1,3,1,1,AVP,36006,0
204027,25,Self Enquiry,1,25,Salaried,Male,3,4,Basic,3,Married,2,0,4,0,1,Executive,21452,0
204028,35,Self Enquiry,1,13,Salaried,Female,3,5,Deluxe,4,Married,8,0,3,1,1,Manager,23183,0
204029,38,Self Enquiry,3,10,Salaried,Male,3,4,Standard,3,Unmarried,4,0,3,0,2,Senior Manager,26106,0
204030,35,Self Enquiry,1,12,Small Business,Female,3,5,Standard,5,Single,4,0,1,1,2,Senior Manager,30309,0
204031,37,Company Invited,3,18,Large Business,Female,4,4,Standard,3,Married,2,0,5,0,3,Senior Manager,28416,0
204032,37,Self Enquiry,1,10,Salaried,Female,3,4,Basic,3,Married,7,0,1,0,2,Executive,21513,0
204033,44,Company Invited,3,33,Salaried,Male,4,4,Super Deluxe,3,Married,,1,1,1,1,AVP,35637,0
204034,31,Company Invited,1,30,Salaried,Male,4,6,Basic,3,Married,3,0,3,0,1,Executive,21291,0
204035,34,Company Invited,3,29,Small Business,Male,4,4,Deluxe,4,Married,2,0,1,0,1,Manager,24824,0
204036,57,Self Enquiry,1,21,Salaried,Female,4,4,Basic,4,Married,2,1,5,1,1,Executive,23641,1
204037,52,Self Enquiry,1,13,Salaried,Male,3,4,King,3,Single,2,0,5,1,2,VP,38215,0
204038,32,Self Enquiry,3,13,Salaried,Male,4,6,Deluxe,3,Married,6,1,3,0,3,Manager,24850,1
204039,27,Self Enquiry,1,13,Salaried,Female,3,5,Basic,4,Married,3,0,3,1,2,Executive,21046,0
204040,59,Self Enquiry,1,30,Small Business,Female,4,4,Standard,3,Married,3,0,3,1,1,Senior Manager,28990,1
204041,20,Self Enquiry,3,29,Small Business,Male,3,4,Basic,3,Single,3,1,1,1,1,Executive,20353,1
204042,23,Self Enquiry,1,9,Large Business,Male,4,4,Basic,3,Married,2,0,5,1,1,Executive,21201,0
204043,50,Self Enquiry,1,27,Small Business,Female,4,4,Deluxe,5,Married,3,0,1,1,1,Manager,25245,0
204044,44,Company Invited,1,35,Small Business,Female,4,2,Basic,3,Unmarried,6,0,3,0,3,Executive,23417,0
204045,51,Company Invited,3,19,Small Business,Fe Male,4,4,Standard,3,Unmarried,6,0,5,1,3,Senior Manager,27886,0
204046,32,Self Enquiry,3,27,Salaried,Female,4,6,Deluxe,3,Married,5,1,3,0,3,Manager,23237,1
204047,42,Self Enquiry,3,16,Salaried,Male,4,4,Standard,3,Married,5,1,1,0,2,Senior Manager,26867,0
204048,27,Self Enquiry,2,32,Salaried,Female,4,4,Basic,3,Married,3,0,4,1,2,Executive,21620,0
204049,37,Self Enquiry,1,13,Small Business,Male,3,4,Deluxe,4,Married,8,0,4,0,2,Manager,23619,0
204050,52,Company Invited,1,15,Salaried,Male,3,6,Standard,3,Single,4,0,1,1,1,Senior Manager,29328,1
204051,40,Self Enquiry,3,11,Salaried,Female,3,5,Deluxe,3,Married,6,0,5,1,2,Manager,24580,0
204052,26,Self Enquiry,3,35,Salaried,Male,3,5,Deluxe,3,Married,4,0,4,1,2,Manager,27317,0
204053,31,Self Enquiry,2,16,Salaried,Male,3,4,Deluxe,3,Married,2,1,3,1,2,Manager,25025,0
204054,33,Self Enquiry,1,16,Small Business,Female,3,4,Basic,5,Unmarried,2,0,4,1,1,Executive,22878,1
204055,46,Self Enquiry,1,36,Small Business,Male,3,4,Basic,3,Unmarried,7,0,1,1,1,Executive,22130,0
204056,39,Self Enquiry,1,10,Large Business,Female,3,4,Deluxe,3,Unmarried,5,1,5,1,1,Manager,22995,0
204057,31,Self Enquiry,1,25,Salaried,Female,4,4,Basic,3,Unmarried,3,0,1,1,3,Executive,21310,0
204058,33,Company Invited,3,16,Small Business,Male,3,6,Deluxe,3,Married,2,0,1,0,2,Manager,23346,0
204059,31,Self Enquiry,1,12,Large Business,Female,3,4,Basic,5,Married,7,0,5,0,2,Executive,21882,0
204060,31,Self Enquiry,1,9,Small Business,Male,3,5,Basic,3,Unmarried,2,0,4,0,1,Executive,21398,0
204061,42,Company Invited,1,17,Salaried,Male,4,5,Super Deluxe,5,Married,,0,1,1,1,AVP,35859,0
204062,42,Self Enquiry,1,16,Salaried,Male,4,4,Basic,5,Married,4,0,1,0,1,Executive,20916,0
204063,20,Self Enquiry,1,10,Small Business,Female,4,4,Basic,4,Single,3,0,3,1,1,Executive,20161,0
204064,41,Company Invited,1,33,Small Business,Female,3,4,Deluxe,4,Married,3,0,1,0,2,Manager,24283,0
204065,36,Self Enquiry,3,7,Small Business,Male,4,4,Standard,4,Married,3,0,4,0,1,Senior Manager,25973,0
204066,54,Self Enquiry,3,13,Small Business,Male,3,4,Deluxe,3,Married,4,1,5,0,2,Manager,20984,0
204067,46,Self Enquiry,1,16,Salaried,Male,3,4,Deluxe,4,Married,2,0,4,1,1,Manager,21026,0
204068,33,Company Invited,3,15,Small Business,Fe Male,3,4,Standard,3,Unmarried,3,0,4,1,2,Senior Manager,27676,0
204069,30,Company Invited,1,7,Large Business,Male,3,4,Deluxe,3,Married,3,0,3,0,1,Manager,22997,0
204070,52,Self Enquiry,1,14,Small Business,Male,3,5,Deluxe,3,Married,4,0,3,1,2,Manager,24810,0
204071,59,Self Enquiry,1,16,Small Business,Female,4,5,Basic,4,Married,6,1,1,1,2,Executive,22024,0
204072,41,Self Enquiry,3,11,Small Business,Male,4,5,Standard,3,Married,2,0,1,1,2,Senior Manager,29533,0
204073,35,Company Invited,3,9,Small Business,Female,4,4,Basic,3,Married,8,0,5,0,1,Executive,20909,0
204074,23,Self Enquiry,1,26,Small Business,Male,4,4,Basic,3,Married,3,0,1,1,1,Executive,21001,0
204075,28,Company Invited,1,16,Small Business,Male,3,4,Basic,4,Married,8,0,3,1,2,Executive,20702,0
204076,29,Self Enquiry,1,28,Small Business,Male,3,4,Basic,3,Married,3,0,1,0,1,Executive,21391,0
204077,58,Self Enquiry,1,31,Salaried,Male,3,2,Standard,3,Married,5,1,4,1,1,Senior Manager,28117,0
204078,28,Company Invited,1,10,Small Business,Male,4,5,Basic,3,Married,3,1,1,0,3,Executive,21244,0
204079,51,Self Enquiry,1,18,Salaried,Female,3,4,King,,Single,5,0,5,0,2,VP,38604,0
204080,42,Self Enquiry,1,21,Salaried,Male,3,4,Basic,3,Married,6,0,4,1,2,Executive,21129,0
204081,31,Self Enquiry,3,12,Salaried,Female,3,4,Standard,3,Married,4,0,4,1,2,Senior Manager,28097,0
204082,39,Self Enquiry,3,7,Salaried,Fe Male,3,5,Deluxe,3,Unmarried,6,0,1,0,2,Manager,27364,0
204083,33,Self Enquiry,1,13,Salaried,Male,3,4,Basic,3,Unmarried,5,0,1,0,2,Executive,21716,0
204084,28,Self Enquiry,1,24,Large Business,Male,3,4,Basic,4,Married,2,1,4,0,1,Executive,21736,0
204085,20,Company Invited,3,7,Large Business,Female,4,6,Basic,5,Single,2,0,3,1,1,Executive,21003,1
204086,37,Company Invited,1,10,Small Business,Male,2,4,Basic,4,Single,6,0,4,1,1,Executive,20766,0
204087,31,Company Invited,1,16,Small Business,Male,4,4,Deluxe,5,Married,3,0,1,1,2,Manager,21750,0
204088,46,Self Enquiry,3,11,Salaried,Female,2,4,Deluxe,5,Married,6,1,4,0,1,Manager,23684,0
204089,57,Self Enquiry,1,15,Salaried,Female,4,4,Basic,5,Married,6,1,4,1,2,Executive,22935,0
204090,34,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Single,2,0,3,1,1,Executive,21178,0
204091,20,Self Enquiry,1,,Salaried,Male,3,5,Basic,3,Single,3,0,5,1,1,Executive,19780,1
204092,47,Self Enquiry,3,7,Small Business,Female,4,4,Standard,5,Married,3,0,1,1,3,Senior Manager,29131,0
204093,39,Self Enquiry,1,16,Salaried,Female,4,4,Basic,3,Single,3,0,1,1,3,Executive,20966,0
204094,32,Self Enquiry,1,19,Small Business,Female,4,4,Basic,3,Married,2,1,4,1,2,Executive,22607,0
204095,35,Self Enquiry,1,34,Small Business,Female,4,4,Basic,4,Single,4,0,3,0,1,Executive,20989,0
204096,42,Self Enquiry,3,27,Small Business,Female,4,4,Basic,4,Unmarried,3,1,4,0,2,Executive,21818,1
204097,51,Self Enquiry,1,7,Small Business,Male,3,5,Basic,3,Married,4,0,3,1,1,Executive,22368,0
204098,54,Self Enquiry,1,20,Small Business,Female,3,2,Deluxe,5,Married,3,0,1,1,1,Manager,23128,0
204099,34,Self Enquiry,1,21,Small Business,Female,4,4,Basic,4,Married,3,0,5,1,2,Executive,21434,0
204100,41,Self Enquiry,1,11,Small Business,Female,3,4,King,3,Married,,0,5,1,2,VP,37711,0
204101,56,Self Enquiry,1,21,Small Business,Male,4,2,King,4,Single,,0,1,1,2,VP,37400,0
204102,35,Company Invited,1,9,Salaried,Male,3,5,Deluxe,3,Married,3,0,4,0,2,Manager,28225,0
204103,52,Self Enquiry,1,10,Small Business,Female,4,4,Super Deluxe,4,Single,5,0,5,1,2,AVP,32412,0
204104,53,Self Enquiry,1,7,Salaried,Male,4,5,King,,Married,2,0,1,1,3,VP,38677,0
204105,28,Self Enquiry,1,16,Small Business,Female,5,4,Basic,4,Single,3,0,3,0,2,Executive,20957,0
204106,36,Self Enquiry,1,30,Salaried,Male,3,5,Deluxe,3,Married,5,1,4,1,1,Manager,24594,1
204107,44,Company Invited,1,14,Small Business,Male,3,2,Basic,3,Married,6,0,4,1,1,Executive,20767,0
204108,46,Company Invited,1,9,Small Business,Male,4,5,Super Deluxe,3,Married,2,0,4,1,,AVP,35470,0
204109,38,Self Enquiry,1,28,Salaried,Male,4,2,Basic,5,Married,3,1,3,1,1,Executive,22242,0
204110,36,Company Invited,1,9,Small Business,Female,3,4,Deluxe,4,Unmarried,7,0,1,0,1,Manager,23103,0
204111,43,Company Invited,1,28,Small Business,Female,3,4,Deluxe,3,Married,4,0,1,0,1,Manager,23943,0
204112,39,Self Enquiry,1,9,Salaried,Male,3,4,Deluxe,3,Married,2,0,1,1,2,Manager,25231,0
204113,39,Self Enquiry,1,36,Large Business,Male,3,4,Deluxe,3,Married,5,0,1,0,1,Manager,24939,0
204114,28,Company Invited,1,7,Large Business,Male,3,5,Deluxe,5,Married,7,0,3,1,1,Manager,22976,0
204115,50,Company Invited,1,25,Salaried,Male,4,4,Deluxe,3,Married,3,1,1,0,1,Manager,25482,0
204116,35,Company Invited,1,17,Small Business,Male,3,4,Basic,3,Married,3,1,3,1,2,Executive,22493,0
204117,41,Self Enquiry,1,26,Small Business,Male,2,4,Deluxe,3,Married,2,1,1,1,1,Manager,21419,0
204118,39,Self Enquiry,1,36,Small Business,Male,4,4,Deluxe,5,Married,2,1,3,1,3,Manager,25351,1
204119,30,Self Enquiry,3,34,Small Business,Female,3,4,Standard,3,Married,3,0,3,0,1,Senior Manager,26317,1
204120,23,Self Enquiry,1,12,Salaried,Male,3,2,Basic,4,Married,3,1,4,1,1,Executive,21006,0
204121,37,Company Invited,1,25,Small Business,Female,4,4,Basic,3,Single,3,0,3,0,2,Executive,20831,0
204122,41,Company Invited,1,16,Salaried,Male,4,5,Deluxe,3,Married,2,0,5,0,2,Manager,23554,0
204123,47,Self Enquiry,1,7,Small Business,Male,4,4,Standard,5,Married,2,0,1,0,3,Senior Manager,28074,0
204124,33,Self Enquiry,3,11,Small Business,Male,3,6,Standard,3,Married,3,0,1,1,1,Senior Manager,29078,1
204125,31,Company Invited,1,7,Salaried,Male,3,5,Standard,3,Unmarried,3,0,5,1,2,Senior Manager,27152,0
204126,28,Company Invited,3,27,Salaried,Female,3,4,Deluxe,3,Single,3,0,1,1,2,Manager,28659,0
204127,52,Self Enquiry,1,15,Salaried,Male,3,5,Standard,4,Married,7,0,3,1,2,Senior Manager,31168,0
204128,31,Self Enquiry,1,10,Large Business,Female,3,4,Basic,5,Unmarried,7,1,4,0,1,Executive,21335,1
204129,42,Self Enquiry,3,13,Salaried,Female,4,4,Standard,3,Single,5,1,1,0,1,Senior Manager,32269,0
204130,31,Company Invited,3,33,Small Business,Fe Male,3,5,Deluxe,5,Unmarried,7,0,1,1,2,Manager,25374,1
204131,30,Self Enquiry,1,7,Large Business,Male,3,4,Basic,3,Single,2,0,1,0,1,Executive,20736,1
204132,46,Company Invited,3,13,Small Business,Fe Male,3,5,Standard,3,Unmarried,8,0,4,1,1,Senior Manager,27543,0
204133,55,Self Enquiry,3,10,Small Business,Female,3,4,Deluxe,5,Married,4,0,4,1,1,Manager,24618,0
204134,37,Self Enquiry,1,12,Salaried,Male,4,4,Deluxe,4,Unmarried,2,0,1,1,2,Manager,24592,0
204135,34,Self Enquiry,1,11,Small Business,Female,3,5,Basic,4,Married,8,0,4,0,2,Executive,21300,0
204136,38,Company Invited,1,18,Salaried,Male,3,4,Standard,3,Married,3,1,3,1,2,Senior Manager,30863,0
204137,39,Self Enquiry,3,10,Salaried,Male,4,4,Standard,3,Married,2,0,1,1,2,Senior Manager,29287,0
204138,32,Company Invited,1,7,Small Business,Male,3,6,Deluxe,3,Married,2,0,3,0,1,Manager,23023,0
204139,60,Self Enquiry,1,10,Salaried,Male,4,5,Basic,3,Married,5,0,3,0,1,Executive,20855,0
204140,38,Company Invited,3,11,Small Business,Male,3,4,Basic,3,Married,6,0,4,1,1,Executive,21471,0
204141,30,Company Invited,3,7,Small Business,Female,3,4,Standard,3,Married,3,0,3,1,2,Senior Manager,26596,0
204142,36,Company Invited,3,7,Small Business,Fe Male,4,4,Standard,3,Unmarried,3,0,5,1,1,Senior Manager,27467,0
204143,30,Self Enquiry,1,25,Small Business,Male,3,5,Basic,3,Single,3,1,3,0,1,Executive,21067,1
204144,53,Self Enquiry,1,9,Salaried,Female,3,5,Basic,3,Unmarried,2,0,3,1,1,Executive,21890,0
204145,43,Self Enquiry,1,11,Large Business,Male,3,4,King,3,Married,,0,1,0,1,VP,37910,0
204146,60,Self Enquiry,2,13,Small Business,Male,3,4,Basic,3,Married,2,0,4,0,1,Executive,20945,0
204147,51,Self Enquiry,3,7,Small Business,Female,4,4,King,3,Married,,0,1,1,1,VP,38195,0
204148,34,Self Enquiry,1,21,Small Business,Male,3,4,Basic,3,Married,7,1,1,1,2,Executive,21114,1
204149,44,Self Enquiry,3,23,Small Business,Female,4,4,Super Deluxe,3,Married,7,1,3,0,,AVP,34742,0
204150,34,Self Enquiry,1,9,Salaried,Female,3,4,Basic,5,Married,2,0,3,1,2,Executive,21385,1
204151,53,Company Invited,3,9,Salaried,Male,4,5,King,3,Single,,1,1,1,1,VP,37746,0
204152,33,Self Enquiry,3,11,Salaried,Female,3,4,Basic,4,Married,4,0,3,1,2,Executive,22609,0
204153,33,Self Enquiry,1,7,Salaried,Male,4,5,Basic,3,Unmarried,2,1,5,0,3,Executive,22408,1
204154,40,Self Enquiry,1,7,Small Business,Female,4,4,Basic,3,Married,2,0,3,1,1,Executive,20910,0
204155,33,Company Invited,3,33,Small Business,Male,4,4,Deluxe,3,Married,2,0,4,1,2,Manager,23143,0
204156,42,Self Enquiry,1,26,Salaried,Male,3,4,Deluxe,5,Married,4,0,1,0,1,Manager,21750,0
204157,41,Self Enquiry,1,31,Large Business,Male,4,4,Deluxe,3,Married,3,0,3,1,2,Manager,21997,0
204158,46,Self Enquiry,1,7,Salaried,Male,4,2,King,3,Married,,0,4,1,2,VP,37880,0
204159,32,Company Invited,1,10,Small Business,Male,4,4,Standard,3,Married,2,0,4,1,1,Senior Manager,32353,0
204160,34,Self Enquiry,1,12,Salaried,Female,4,5,Basic,3,Married,3,0,1,0,1,Executive,21589,0
204161,35,Self Enquiry,1,9,Salaried,Male,3,5,Deluxe,5,Married,8,0,4,0,2,Manager,24635,0
204162,38,Self Enquiry,1,7,Small Business,Female,3,5,Basic,5,Married,4,0,4,0,2,Executive,22598,0
204163,46,Company Invited,1,14,Salaried,Male,4,2,Deluxe,3,Married,6,0,1,1,1,Manager,25112,0
204164,38,Company Invited,1,17,Small Business,Male,4,4,Standard,3,Married,8,0,3,0,3,Senior Manager,28726,1
204165,40,Company Invited,1,9,Large Business,Female,4,4,Standard,3,Single,2,0,1,1,3,Senior Manager,29616,0
204166,30,Self Enquiry,1,22,Salaried,Male,3,4,Basic,3,Single,3,0,3,1,2,Executive,21018,0
