 Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
4262,48,Company Invited,3,11,Small Business,Male,4,4,Deluxe,3,Unmarried,5,0,4,0,3,Manager,21654,0
4263,43,Self Enquiry,1,30,Salaried,Female,3,4,Super Deluxe,3,Single,4,0,3,0,,AVP,34670,0
4264,30,Company Invited,3,9,Salaried,Male,4,4,Deluxe,3,Married,3,0,1,1,2,Manager,23327,0
4265,43,Self Enquiry,2,9,Large Business,Male,3,4,Basic,3,Married,2,1,4,1,2,Executive,21374,0
4266,33,Self Enquiry,1,9,Small Business,Female,4,4,Basic,4,Married,3,0,4,0,2,Executive,21048,0
4267,49,Self Enquiry,3,36,Small Business,Female,4,4,Standard,3,Married,5,0,4,0,2,Senior Manager,31182,0
4268,38,Self Enquiry,1,13,Small Business,Male,3,2,Deluxe,5,Married,6,1,3,1,2,Manager,24652,0
4269,31,Company Invited,3,32,Large Business,Female,3,4,Deluxe,3,Married,2,1,3,1,2,Manager,23414,0
4270,27,Self Enquiry,3,7,Salaried,Male,3,4,Deluxe,3,Married,3,0,5,0,2,Manager,23974,0
4271,43,Self Enquiry,1,9,Salaried,Male,4,5,Deluxe,3,Unmarried,5,0,1,1,1,Manager,25459,0
4272,22,Company Invited,3,7,Large Business,Female,4,5,Basic,4,Single,3,1,5,1,3,Executive,20852,1
4273,37,Company Invited,3,7,Small Business,Fe Male,3,4,Deluxe,3,Unmarried,6,0,1,1,2,Manager,25331,0
4274,37,Company Invited,3,10,Small Business,Male,3,5,Standard,3,Married,6,0,1,0,1,Senior Manager,28377,0
4275,58,Self Enquiry,1,7,Small Business,Male,3,4,Deluxe,3,Married,4,0,3,0,2,Manager,25433,0
4276,41,Self Enquiry,1,17,Salaried,Female,3,2,Basic,3,Married,5,1,3,0,2,Executive,20891,0
4277,22,Company Invited,3,16,Small Business,Male,3,4,Basic,3,Unmarried,3,0,4,1,1,Executive,21288,0
4278,34,Self Enquiry,3,12,Small Business,Female,3,4,Basic,3,Unmarried,3,1,1,0,2,Executive,21529,1
4279,38,Self Enquiry,1,17,Small Business,Female,4,4,Basic,5,Married,8,0,1,1,3,Executive,22130,0
4280,47,Company Invited,1,14,Small Business,Female,2,4,Deluxe,3,Married,4,0,5,1,1,Manager,23936,0
4281,42,Company Invited,3,11,Small Business,Male,3,4,Deluxe,4,Unmarried,3,0,3,1,1,Manager,28033,1
4282,51,Self Enquiry,1,17,Large Business,Male,4,5,Standard,3,Single,8,0,5,1,2,Senior Manager,29174,0
4283,41,Self Enquiry,3,29,Small Business,Male,4,5,Deluxe,3,Married,4,1,3,1,1,Manager,25058,1
4284,32,Self Enquiry,1,16,Salaried,Male,3,5,Basic,4,Unmarried,2,1,3,1,1,Executive,21335,0
4285,22,Self Enquiry,3,19,Salaried,Female,3,2,Basic,4,Unmarried,3,0,5,0,2,Executive,21394,1
4286,30,Self Enquiry,1,30,Salaried,Male,3,4,Basic,3,Single,2,0,3,0,1,Executive,20879,0
4287,36,Self Enquiry,1,16,Salaried,Male,4,5,Deluxe,4,Unmarried,2,0,1,0,2,Manager,25218,0
4288,28,Self Enquiry,1,7,Small Business,Male,3,4,Basic,4,Married,3,0,3,0,1,Executive,22494,0
4289,29,Self Enquiry,3,16,Salaried,Male,4,4,Deluxe,3,Unmarried,3,0,3,1,2,Manager,23931,0
4290,50,Self Enquiry,1,14,Salaried,Male,3,5,Standard,3,Single,2,0,1,1,1,Senior Manager,29643,0
4291,52,Self Enquiry,3,21,Salaried,Female,3,4,Deluxe,3,Married,6,0,3,1,1,Manager,23614,0
4292,37,Self Enquiry,1,9,Salaried,Female,4,4,Basic,3,Married,6,0,5,1,1,Executive,21221,0
4293,35,Company Invited,3,26,Small Business,Male,4,2,Deluxe,3,Unmarried,2,1,1,0,1,Manager,23982,1
4294,56,Self Enquiry,1,9,Salaried,Female,4,4,Super Deluxe,3,Single,4,1,5,0,,AVP,35337,0
4295,25,Self Enquiry,3,17,Small Business,Female,4,4,Deluxe,3,Married,3,1,1,0,1,Manager,22938,0
4296,31,Self Enquiry,3,9,Large Business,Male,4,4,Basic,4,Married,3,0,3,1,1,Executive,21154,0
4297,27,Company Invited,1,10,Large Business,Male,4,4,Basic,5,Unmarried,2,0,3,0,2,Executive,21780,1
4298,23,Self Enquiry,1,18,Small Business,Female,3,4,Basic,4,Married,3,0,1,1,2,Executive,20922,0
4299,37,Self Enquiry,3,9,Small Business,Male,4,5,Standard,3,Married,3,0,1,1,2,Senior Manager,26274,0
4300,31,Company Invited,1,11,Large Business,Male,3,4,Basic,3,Single,2,1,4,1,1,Executive,20963,1
4301,38,Self Enquiry,1,21,Salaried,Female,4,4,Basic,5,Married,3,0,4,1,2,Executive,21712,0
4302,41,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,4,Married,2,0,1,0,1,Manager,24393,0
4303,43,Self Enquiry,1,7,Salaried,Female,4,4,Basic,5,Married,5,0,3,0,3,Executive,21254,0
4304,38,Self Enquiry,1,17,Salaried,Male,3,4,Deluxe,4,Unmarried,4,1,5,0,2,Manager,22875,0
4305,44,Self Enquiry,1,19,Salaried,Male,3,5,Super Deluxe,4,Married,3,0,3,1,2,AVP,33014,0
4306,41,Self Enquiry,1,9,Small Business,Female,4,5,Deluxe,3,Married,8,0,5,1,2,Manager,22126,0
4307,55,Self Enquiry,1,12,Small Business,Male,3,4,King,5,Married,,0,4,1,1,VP,38084,0
4308,35,Company Invited,3,11,Small Business,Female,4,4,Deluxe,3,Married,2,0,1,0,1,Manager,25216,0
4309,32,Self Enquiry,1,14,Small Business,Female,3,4,Deluxe,5,Married,3,0,1,1,1,Manager,22984,0
4310,44,Company Invited,1,28,Small Business,Male,4,4,Basic,3,Married,2,0,4,1,3,Executive,20936,0
4311,44,Self Enquiry,1,15,Salaried,Female,4,4,Deluxe,3,Married,6,1,1,1,1,Manager,23200,0
4312,26,Self Enquiry,3,11,Salaried,Female,4,5,Deluxe,3,Unmarried,3,1,1,0,3,Manager,23165,0
4313,38,Company Invited,1,32,Small Business,Female,4,4,Deluxe,3,Married,5,1,3,1,3,Manager,23127,0
4314,32,Self Enquiry,1,7,Salaried,Male,4,5,Basic,5,Married,3,0,4,1,2,Executive,20896,0
4315,40,Company Invited,1,7,Salaried,Male,3,4,King,3,Married,,1,3,0,1,VP,37875,0
4316,57,Company Invited,3,13,Salaried,Female,3,2,Super Deluxe,5,Married,2,0,3,1,1,AVP,31890,0
4317,31,Self Enquiry,3,19,Large Business,Fe Male,3,4,Deluxe,3,Unmarried,2,0,1,1,2,Manager,25255,0
4318,42,Self Enquiry,3,7,Small Business,Male,3,2,Standard,5,Married,3,0,3,1,2,Senior Manager,27070,0
4319,29,Self Enquiry,1,24,Small Business,Male,4,4,Deluxe,5,Married,3,0,1,0,2,Manager,23236,0
4320,26,Self Enquiry,1,10,Small Business,Male,4,4,Basic,5,Married,7,0,5,1,2,Executive,22709,1
4321,53,Self Enquiry,1,10,Small Business,Male,3,5,Standard,3,Married,4,1,1,1,1,Senior Manager,26647,0
4322,46,Self Enquiry,1,17,Salaried,Male,4,4,Basic,3,Married,5,0,5,0,3,Executive,21332,0
4323,53,Self Enquiry,1,11,Salaried,Female,2,4,Super Deluxe,3,Married,4,0,5,1,,AVP,35233,0
4324,43,Company Invited,1,36,Salaried,Female,4,4,Deluxe,3,Married,4,0,3,1,2,Manager,23234,0
4325,31,Self Enquiry,1,9,Salaried,Fe Male,3,6,Deluxe,3,Unmarried,4,0,1,1,1,Manager,24769,0
4326,61,Self Enquiry,1,14,Salaried,Female,3,4,King,5,Married,7,0,5,1,1,VP,38244,0
4327,47,Self Enquiry,1,25,Small Business,Female,3,4,Deluxe,3,Married,4,0,5,1,2,Manager,23488,0
4328,43,Company Invited,1,35,Large Business,Female,3,5,Deluxe,3,Married,2,0,3,0,2,Manager,23201,0
4329,25,Self Enquiry,3,7,Large Business,Female,4,4,Basic,4,Unmarried,3,1,4,0,1,Executive,21880,1
4330,35,Company Invited,3,13,Small Business,Female,3,6,Basic,3,Married,2,0,4,0,2,Executive,21029,1
4331,39,Company Invited,1,9,Salaried,Male,3,4,Basic,3,Married,3,1,5,1,1,Executive,20380,0
4332,41,Self Enquiry,3,9,Salaried,Female,4,4,King,3,Married,,0,3,1,1,VP,36719,0
4333,27,Self Enquiry,1,30,Salaried,Female,3,4,Basic,3,Married,3,0,3,0,1,Executive,21564,0
4334,31,Company Invited,1,10,Salaried,Male,3,4,Basic,3,Married,6,0,3,1,1,Executive,20775,0
4335,30,Self Enquiry,1,10,Small Business,Male,4,5,Standard,3,Married,3,0,1,0,3,Senior Manager,30613,0
4336,30,Self Enquiry,1,32,Large Business,Female,4,5,Basic,4,Married,7,0,3,1,3,Executive,21224,1
4337,20,Self Enquiry,2,9,Large Business,Male,3,5,Basic,3,Single,3,0,3,0,1,Executive,21242,1
4338,31,Company Invited,3,29,Salaried,Female,4,4,Standard,5,Married,2,0,1,1,2,Senior Manager,27090,0
4339,58,Self Enquiry,3,36,Small Business,Male,3,5,Super Deluxe,3,Married,5,0,3,1,1,AVP,32796,0
4340,51,Self Enquiry,1,36,Salaried,Male,3,5,Super Deluxe,3,Married,,0,5,1,2,AVP,35724,0
4341,31,Company Invited,1,9,Small Business,Female,3,4,Basic,3,Single,2,0,4,1,1,Executive,21242,0
4342,61,Company Invited,3,35,Small Business,Female,4,5,Standard,5,Married,6,0,1,1,1,Senior Manager,28944,0
4343,48,Self Enquiry,1,9,Small Business,Female,4,4,Deluxe,3,Married,7,0,1,0,1,Manager,23748,0
4344,47,Self Enquiry,1,9,Salaried,Male,3,4,Super Deluxe,3,Married,,0,5,1,1,AVP,36539,0
4345,36,Self Enquiry,1,29,Salaried,Male,3,6,Basic,3,Unmarried,2,0,4,1,2,Executive,22908,0
4346,55,Self Enquiry,1,6,Salaried,Female,3,4,Deluxe,3,Unmarried,2,0,1,0,1,Manager,22458,0
4347,35,Self Enquiry,1,9,Salaried,Male,4,5,Basic,3,Married,5,0,5,1,3,Executive,21446,0
4348,47,Self Enquiry,3,17,Small Business,Female,4,5,Standard,3,Married,4,1,1,0,1,Senior Manager,27749,0
4349,32,Self Enquiry,1,16,Salaried,Male,3,4,Standard,4,Married,3,0,3,0,1,Senior Manager,29326,0
4350,34,Self Enquiry,1,22,Small Business,Male,3,4,Standard,3,Married,2,1,5,1,1,Senior Manager,32288,1
4351,34,Self Enquiry,1,17,Small Business,Male,3,6,Basic,3,Married,2,0,5,0,1,Executive,22086,1
4352,31,Self Enquiry,3,14,Small Business,Male,3,4,Basic,4,Unmarried,2,0,1,0,1,Executive,21661,0
4353,36,Self Enquiry,1,23,Salaried,Male,4,4,Standard,3,Married,6,1,1,0,1,Senior Manager,26310,0
4354,32,Company Invited,1,27,Salaried,Male,4,4,Standard,3,Married,5,0,3,1,1,Senior Manager,28502,1
4355,35,Company Invited,2,30,Salaried,Female,3,4,Standard,5,Married,2,1,3,1,1,Senior Manager,28628,1
4356,43,Company Invited,1,12,Salaried,Male,4,4,Basic,3,Married,6,0,3,0,2,Executive,20771,0
4357,37,Company Invited,3,17,Small Business,Male,3,4,Standard,3,Single,3,0,1,1,2,Senior Manager,28658,0
4358,23,Company Invited,1,11,Large Business,Male,4,5,Basic,3,Unmarried,7,0,5,0,1,Executive,22572,1
4359,49,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,3,Married,4,0,5,1,1,Manager,22729,0
4360,56,Self Enquiry,3,25,Salaried,Female,3,4,Super Deluxe,4,Single,5,0,1,1,,AVP,35513,0
4361,42,Company Invited,3,17,Salaried,Male,3,4,Deluxe,3,Unmarried,2,0,1,0,2,Manager,24908,0
4362,36,Self Enquiry,3,7,Small Business,Male,3,4,Deluxe,3,Married,2,0,3,0,2,Manager,23395,0
4363,41,Self Enquiry,1,13,Salaried,Female,4,4,Super Deluxe,3,Single,2,0,5,1,1,AVP,31915,0
4364,40,Company Invited,1,15,Salaried,Female,3,4,Basic,3,Married,3,0,1,1,2,Executive,22433,0
4365,32,Self Enquiry,3,9,Salaried,Male,4,4,Deluxe,3,Unmarried,6,1,5,1,2,Manager,25260,0
4366,43,Self Enquiry,1,31,Small Business,Male,3,4,Standard,5,Married,3,1,1,1,1,Senior Manager,26084,0
4367,46,Self Enquiry,3,9,Salaried,Male,4,4,Deluxe,4,Married,2,0,5,1,3,Manager,23483,0
4368,27,Company Invited,2,24,Salaried,Female,3,4,Basic,3,Married,2,1,5,0,2,Executive,21419,1
4369,30,Self Enquiry,1,26,Large Business,Male,3,4,Deluxe,3,Married,6,0,5,1,1,Manager,22940,0
4370,34,Self Enquiry,1,7,Small Business,Female,4,2,Super Deluxe,3,Married,6,0,1,1,,AVP,34862,0
4371,32,Self Enquiry,3,14,Salaried,Male,3,5,Standard,3,Married,2,0,3,1,1,Senior Manager,30235,0
4372,19,Company Invited,3,12,Small Business,Male,4,4,Basic,4,Single,3,1,4,1,1,Executive,20556,1
4373,41,Company Invited,3,35,Salaried,Male,3,6,Standard,5,Married,5,0,5,0,2,Senior Manager,29610,0
4374,42,Company Invited,1,9,Salaried,Fe Male,4,5,Deluxe,3,Unmarried,4,1,1,0,1,Manager,25489,0
4375,27,Self Enquiry,3,36,Small Business,Male,3,4,Deluxe,3,Married,7,0,5,0,1,Manager,22984,0
4376,36,Self Enquiry,3,7,Small Business,Fe Male,4,4,Deluxe,3,Unmarried,3,0,4,1,1,Manager,23537,0
4377,35,Self Enquiry,3,28,Salaried,Male,4,2,Deluxe,3,Unmarried,3,0,3,0,1,Manager,24015,0
4378,27,Self Enquiry,1,31,Large Business,Male,4,6,Basic,3,Single,3,1,3,0,2,Executive,21018,1
4379,38,Self Enquiry,1,7,Large Business,Fe Male,3,4,Standard,3,Unmarried,6,0,5,1,1,Senior Manager,26169,0
4380,47,Company Invited,1,25,Small Business,Female,3,4,Standard,3,Married,7,0,3,0,2,Senior Manager,29205,0
4381,42,Self Enquiry,3,9,Salaried,Female,4,4,Super Deluxe,5,Married,2,0,5,1,,AVP,35273,0
4382,38,Company Invited,3,16,Small Business,Male,4,4,Standard,4,Married,3,0,1,1,3,Senior Manager,27512,0
4383,53,Self Enquiry,1,13,Large Business,Male,4,4,Deluxe,5,Married,5,1,4,1,2,Manager,24255,0
4384,33,Company Invited,3,18,Salaried,Male,3,2,Deluxe,3,Married,2,0,3,1,1,Manager,23385,1
4385,25,Company Invited,3,31,Small Business,Male,3,4,Basic,3,Married,2,0,4,1,2,Executive,21078,0
4386,39,Self Enquiry,1,17,Small Business,Female,4,4,Deluxe,3,Married,5,0,3,0,2,Manager,28502,0
4387,38,Self Enquiry,1,7,Salaried,Female,4,4,Deluxe,4,Married,8,0,1,1,3,Manager,25125,0
4388,50,Self Enquiry,1,25,Salaried,Male,3,5,King,3,Married,,1,3,1,1,VP,38180,0
4389,25,Self Enquiry,1,30,Small Business,Male,3,2,Basic,3,Married,3,1,4,0,1,Executive,21403,0
4390,27,Self Enquiry,3,35,Small Business,Male,4,4,Deluxe,4,Married,3,0,3,0,1,Manager,24950,0
4391,25,Self Enquiry,1,24,Salaried,Male,4,5,Basic,4,Married,3,0,3,1,2,Executive,20805,0
4392,51,Company Invited,2,10,Small Business,Male,4,4,King,4,Married,,0,1,1,3,VP,36878,0
4393,26,Self Enquiry,3,20,Small Business,Male,3,4,Basic,3,Married,3,0,3,1,2,Executive,20774,0
4394,25,Company Invited,1,14,Salaried,Female,3,4,Basic,3,Married,3,1,4,0,1,Executive,21564,1
4395,31,Company Invited,3,19,Salaried,Male,4,5,Basic,5,Married,3,0,5,1,3,Executive,20711,1
4396,35,Self Enquiry,1,7,Salaried,Male,3,5,Basic,3,Married,3,1,1,1,2,Executive,22300,0
4397,32,Self Enquiry,3,20,Small Business,Male,3,4,Deluxe,5,Married,4,0,1,0,2,Manager,22911,1
4398,36,Self Enquiry,1,32,Salaried,Male,3,5,Deluxe,3,Unmarried,6,0,1,1,1,Manager,22359,0
4399,32,Self Enquiry,3,13,Small Business,Male,4,2,Deluxe,3,Married,6,0,5,1,2,Manager,24138,0
4400,28,Self Enquiry,1,13,Small Business,Female,4,5,Basic,3,Married,2,0,1,0,2,Executive,20865,0
4401,38,Self Enquiry,3,9,Small Business,Male,4,4,Deluxe,3,Married,6,1,3,0,3,Manager,28280,0
4402,21,Self Enquiry,1,7,Salaried,Female,3,5,Basic,4,Unmarried,3,0,4,0,2,Executive,21514,0
4403,43,Self Enquiry,1,9,Salaried,Female,3,4,Deluxe,3,Married,3,0,1,0,1,Manager,22767,0
4404,44,Self Enquiry,1,13,Salaried,Male,3,5,Super Deluxe,3,Married,6,1,3,1,,AVP,35305,0
4405,39,Self Enquiry,1,7,Salaried,Female,3,4,Basic,5,Unmarried,5,0,1,0,2,Executive,21297,0
4406,44,Company Invited,1,16,Small Business,Male,4,4,Deluxe,3,Married,5,1,3,1,3,Manager,24357,0
4407,49,Self Enquiry,1,7,Salaried,Female,3,5,Super Deluxe,5,Married,2,0,4,0,1,AVP,34080,0
4408,45,Self Enquiry,2,7,Salaried,Fe Male,3,5,Deluxe,3,Unmarried,6,0,5,1,2,Manager,24663,0
4409,35,Self Enquiry,3,21,Large Business,Female,3,4,Basic,3,Married,3,1,5,1,1,Executive,21257,0
4410,28,Self Enquiry,3,9,Small Business,Male,3,4,Basic,5,Married,2,0,5,1,2,Executive,21719,1
4411,22,Self Enquiry,3,29,Large Business,Male,3,4,Basic,3,Unmarried,3,0,1,0,1,Executive,22125,0
4412,45,Self Enquiry,1,10,Salaried,Male,3,4,King,3,Married,,1,1,0,2,VP,38191,0
4413,23,Self Enquiry,1,13,Small Business,Male,4,4,Basic,3,Married,2,0,1,1,2,Executive,21451,0
4414,34,Self Enquiry,3,15,Small Business,Male,3,4,Deluxe,3,Married,2,0,1,0,1,Manager,25782,0
4415,33,Self Enquiry,1,16,Salaried,Female,4,4,Deluxe,3,Married,3,1,5,1,3,Manager,25000,0
4416,31,Company Invited,1,10,Small Business,Female,4,4,Basic,3,Married,3,0,3,1,2,Executive,20761,0
4417,54,Self Enquiry,3,7,Small Business,Fe Male,3,4,Deluxe,5,Unmarried,2,0,1,1,2,Manager,27059,0
4418,35,Self Enquiry,1,7,Salaried,Male,3,4,Basic,3,Married,3,0,3,1,2,Executive,21369,0
4419,46,Company Invited,3,33,Salaried,Female,4,4,Deluxe,5,Married,4,0,1,0,3,Manager,22964,1
4420,27,Self Enquiry,1,13,Salaried,Female,4,4,Basic,3,Married,3,1,1,0,2,Executive,21337,0
4421,38,Self Enquiry,1,10,Salaried,Male,3,4,Standard,3,Married,3,0,1,1,1,Senior Manager,28112,0
4422,30,Self Enquiry,3,10,Small Business,Female,4,4,Deluxe,3,Married,3,0,1,0,1,Manager,24239,0
4423,36,Self Enquiry,1,13,Salaried,Male,3,6,Deluxe,3,Unmarried,3,0,5,0,2,Manager,25324,0
4424,34,Company Invited,1,13,Salaried,Male,2,4,Deluxe,3,Married,5,0,5,1,1,Manager,26403,0
4425,55,Self Enquiry,2,26,Small Business,Male,3,4,Standard,4,Married,4,0,3,1,2,Senior Manager,29403,0
4426,37,Self Enquiry,1,16,Small Business,Male,3,5,Deluxe,4,Married,4,1,4,0,2,Manager,27525,0
4427,28,Self Enquiry,1,10,Small Business,Male,3,5,Basic,3,Single,2,0,1,1,2,Executive,20723,0
4428,21,Self Enquiry,1,,Small Business,Male,3,4,Basic,3,Single,3,1,5,1,2,Executive,19687,1
4429,34,Company Invited,1,10,Salaried,Male,4,4,Basic,5,Unmarried,3,1,5,1,1,Executive,22026,1
4430,36,Company Invited,1,10,Salaried,Male,3,,Basic,3,Married,3,0,1,1,2,Executive,19959,0
4431,24,Self Enquiry,1,11,Small Business,Male,3,2,Basic,5,Married,4,0,4,0,2,Executive,21497,0
4432,26,Self Enquiry,3,15,Salaried,Male,3,2,Deluxe,4,Married,2,0,4,1,1,Manager,23529,0
4433,39,Self Enquiry,3,14,Small Business,Female,3,5,Deluxe,3,Unmarried,2,0,1,1,1,Manager,22706,0
4434,30,Company Invited,1,7,Salaried,Male,4,6,Basic,3,Married,3,0,1,0,3,Executive,21398,0
4435,49,Self Enquiry,3,9,Small Business,Male,3,2,Deluxe,4,Married,5,0,3,0,2,Manager,26798,0
4436,28,Company Invited,3,10,Small Business,Female,4,2,Deluxe,3,Married,3,1,1,1,1,Manager,23325,0
4437,38,Self Enquiry,1,17,Salaried,Male,4,2,Basic,3,Unmarried,5,0,4,1,3,Executive,23358,0
4438,51,Self Enquiry,1,35,Small Business,Male,4,2,Basic,3,Married,3,1,1,0,2,Executive,21899,0
4439,35,Self Enquiry,1,16,Small Business,Fe Male,3,5,Standard,4,Unmarried,3,0,1,1,1,Senior Manager,27299,0
4440,25,Self Enquiry,3,10,Salaried,Female,4,4,Deluxe,3,Unmarried,2,0,1,1,2,Manager,23255,1
4441,40,Self Enquiry,1,9,Large Business,Female,4,5,Deluxe,3,Unmarried,3,0,1,1,2,Manager,23231,0
4442,33,Self Enquiry,3,17,Small Business,Male,3,4,Deluxe,3,Unmarried,3,0,4,1,2,Manager,24074,0
4443,51,Company Invited,3,15,Large Business,Male,3,4,Deluxe,3,Married,5,1,5,0,1,Manager,25474,1
4444,39,Self Enquiry,1,7,Salaried,Fe Male,3,2,Deluxe,3,Unmarried,2,0,1,0,1,Manager,26303,0
4445,28,Self Enquiry,1,7,Salaried,Female,4,4,Standard,5,Married,3,0,4,0,3,Senior Manager,26090,0
4446,33,Self Enquiry,1,10,Salaried,Female,3,4,Standard,3,Single,5,0,1,1,1,Senior Manager,29837,0
4447,48,Self Enquiry,3,21,Small Business,Male,3,4,Deluxe,5,Unmarried,4,0,1,1,2,Manager,23638,0
4448,41,Company Invited,3,12,Salaried,Male,3,5,Standard,5,Married,7,1,5,0,1,Senior Manager,29153,0
4449,54,Self Enquiry,1,14,Salaried,Male,3,2,Super Deluxe,3,Married,5,0,1,0,2,AVP,33492,0
4450,42,Self Enquiry,2,17,Salaried,Male,4,5,King,3,Married,,0,1,1,2,VP,37819,0
4451,61,Self Enquiry,3,23,Small Business,Male,3,4,Deluxe,5,Unmarried,2,0,4,1,2,Manager,24083,0
4452,28,Company Invited,1,17,Salaried,Male,3,4,Standard,5,Married,3,0,3,0,2,Senior Manager,27471,0
4453,42,Self Enquiry,2,7,Salaried,Male,3,5,King,3,Married,,0,1,1,2,VP,37867,0
4454,51,Self Enquiry,3,15,Small Business,Male,3,4,Basic,4,Married,2,0,1,0,2,Executive,22553,0
4455,29,Self Enquiry,1,7,Salaried,Female,4,6,Basic,4,Single,2,1,1,1,3,Executive,20894,1
4456,37,Company Invited,1,15,Salaried,Female,4,2,Standard,5,Married,2,0,3,0,2,Senior Manager,30391,0
4457,39,Self Enquiry,1,7,Salaried,Fe Male,3,4,Standard,3,Unmarried,6,1,1,0,2,Senior Manager,26539,0
4458,45,Company Invited,1,31,Small Business,Male,3,6,Basic,3,Unmarried,4,0,3,0,1,Executive,22386,0
4459,48,Company Invited,3,10,Small Business,Female,3,4,Super Deluxe,3,Married,2,1,5,1,1,AVP,32448,0
4460,31,Self Enquiry,3,34,Small Business,Male,4,4,Deluxe,3,Married,2,0,3,1,3,Manager,23982,0
4461,30,Self Enquiry,3,17,Salaried,Male,4,4,Basic,3,Unmarried,3,0,4,1,1,Executive,21320,0
4462,43,Company Invited,1,26,Small Business,Male,3,2,Basic,3,Married,8,1,3,0,1,Executive,21437,1
4463,44,Company Invited,3,22,Salaried,Male,3,5,Deluxe,3,Married,5,0,5,1,1,Manager,25482,0
4464,35,Self Enquiry,1,15,Small Business,Fe Male,4,4,Deluxe,3,Unmarried,5,0,4,0,2,Manager,24820,0
4465,24,Self Enquiry,1,16,Small Business,Male,3,4,Basic,5,Married,3,0,3,1,1,Executive,21178,0
4466,40,Self Enquiry,2,10,Salaried,Female,3,2,Deluxe,4,Married,2,0,1,0,1,Manager,25067,0
4467,57,Self Enquiry,1,16,Small Business,Male,3,4,Super Deluxe,3,Married,2,0,4,0,1,AVP,29781,0
4468,41,Self Enquiry,1,9,Small Business,Female,3,5,Basic,3,Single,2,1,3,0,1,Executive,21020,0
4469,28,Self Enquiry,1,14,Small Business,Fe Male,3,5,Deluxe,5,Unmarried,2,0,3,1,1,Manager,25489,0
4470,30,Self Enquiry,3,17,Small Business,Male,3,4,Basic,4,Married,3,0,1,1,1,Executive,20975,0
4471,54,Self Enquiry,1,13,Salaried,Male,3,4,Deluxe,3,Single,4,0,5,1,2,Manager,21128,0
4472,36,Company Invited,1,9,Salaried,Female,4,4,Deluxe,5,Married,4,0,4,1,3,Manager,23771,0
4473,33,Company Invited,1,31,Salaried,Male,4,4,Deluxe,3,Married,3,0,4,1,3,Manager,23987,0
4474,39,Self Enquiry,1,9,Small Business,Male,4,4,Basic,3,Married,8,1,4,0,3,Executive,21735,0
4475,35,Self Enquiry,1,15,Salaried,Female,3,4,Deluxe,5,Married,5,0,5,1,2,Manager,23799,0
4476,53,Self Enquiry,3,10,Small Business,Male,3,5,Super Deluxe,5,Married,3,0,5,1,,AVP,35534,0
4477,34,Self Enquiry,1,7,Salaried,Male,4,4,Basic,3,Unmarried,3,1,3,1,1,Executive,21364,1
4478,26,Self Enquiry,3,33,Small Business,Fe Male,3,4,Deluxe,3,Unmarried,3,0,4,0,1,Manager,24858,0
4479,46,Self Enquiry,3,9,Large Business,Male,3,6,Deluxe,3,Unmarried,2,0,5,1,2,Manager,25310,0
4480,24,Self Enquiry,1,17,Small Business,Male,4,2,Basic,3,Unmarried,3,0,1,0,2,Executive,22183,0
4481,48,Company Invited,3,34,Salaried,Fe Male,4,2,Deluxe,3,Unmarried,6,1,4,0,2,Manager,25075,1
4482,35,Self Enquiry,3,9,Salaried,Male,3,4,Deluxe,3,Unmarried,3,0,5,0,2,Manager,24952,0
4483,56,Self Enquiry,1,9,Small Business,Male,4,4,King,,Married,7,1,1,1,1,VP,38537,1
4484,37,Company Invited,3,15,Salaried,Male,4,5,Standard,5,Unmarried,3,0,1,0,1,Senior Manager,26265,0
4485,53,Company Invited,1,26,Small Business,Male,3,4,Basic,3,Married,2,0,3,1,1,Executive,22936,0
4486,27,Company Invited,1,7,Salaried,Female,4,6,Basic,3,Married,5,0,4,1,1,Executive,23042,0
4487,30,Self Enquiry,1,34,Small Business,Female,4,4,Deluxe,3,Married,6,0,1,0,2,Manager,23013,0
4488,27,Self Enquiry,3,15,Large Business,Male,3,5,Deluxe,5,Unmarried,8,0,3,0,1,Manager,24004,1
4489,35,Self Enquiry,1,7,Salaried,Female,4,2,Basic,3,Unmarried,4,0,1,1,2,Executive,21958,0
4490,55,Self Enquiry,1,26,Small Business,Female,4,4,Deluxe,5,Married,2,1,3,0,3,Manager,24163,0
4491,28,Company Invited,3,15,Small Business,Male,3,4,Deluxe,3,Married,2,0,3,1,2,Manager,23020,0
4492,38,Self Enquiry,1,17,Salaried,Female,3,4,Basic,5,Married,2,1,3,1,1,Executive,21460,0
4493,39,Company Invited,1,9,Salaried,Fe Male,4,2,Deluxe,5,Unmarried,8,1,1,0,1,Manager,24658,0
4494,35,Self Enquiry,1,9,Small Business,Female,3,5,Basic,5,Unmarried,3,0,1,1,1,Executive,23059,0
4495,36,Self Enquiry,3,15,Salaried,Female,4,4,Basic,3,Married,3,0,3,1,3,Executive,21250,0
4496,31,Self Enquiry,1,7,Salaried,Male,3,6,Basic,3,Married,5,0,4,1,1,Executive,22511,0
4497,41,Company Invited,1,9,Small Business,Female,3,2,Deluxe,4,Married,3,0,3,0,1,Manager,22922,0
